Attacker,Fast Move,Charged Move,Level,"Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Tapu Bulu, Tier 5","Tapu Bulu, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Tapu Koko, Tier 5","Tapu Koko, Tier 5","Tapu Lele, Tier 5","Tapu Lele, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Zacian (Hero), Tier 5","Zacian (Hero), Tier 5","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Azumarill, Tier 3","Azumarill, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Grotle, Tier 3","Grotle, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Togekiss, Tier 3","Togekiss, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Wigglytuff, Tier 3","Wigglytuff, Tier 3"
Salazzle,Poison Jab,Sludge Wave,40,1.7501155138661686,1.4588251092179851,1.7488344129103985,1.4605475072118523,1.4903874570341298,1.4801742450287443,1.508554959699406,1.4810933936760178,1.6977060777619835,1.5550671500317674,1.5584822374700285,1.5027769623819742,1.8206004282313457,1.686437355265228,1.7864143576111575,1.6253861576612256,1.5145271583243582,1.4921544130151354,1.468366091017907,1.4575977859302685,1.7290701067585732,1.4769321936875264,1.4936541467970075,1.5088008216358588,1.5355193780194794,1.5631715524124559,1.484659326831579,1.5394243940538057,1.8114180368410797,1.7562486643860857,1.5160847625868454,1.51259772713743,1.498337161231052,1.552622780805895,1.7552842681596559,1.7890711483092814,1.4944923298708992,1.4920803344442735,1.5452149341327606,1.5207477616400917,1.8298618430209157,1.8196780860958857,1.4972384288942182,1.536344903498531,1.5982742007760968,1.5852677521080458,1.5952788766831285,1.60317669320207,1.4459109745144332,1.481322064475645
Salazzle,Poison Jab,Poison Fang,40,1.7712741790793125,1.595564911070411,1.7822122953932062,1.5902915141956542,1.6556327811030902,1.6584667147947587,1.6555385210493816,1.6564392876502219,1.783113537960184,1.6951505403920446,1.7134079686985821,1.6728719974792714,1.9259596642990158,1.828256456984705,1.870656258623458,1.780310608382533,1.6536346012130834,1.6514239782325266,1.6207602400377559,1.6254728456960492,1.8031807201184373,1.6309820928388659,1.6889543399891083,1.6648148109802687,1.70634178020951,1.7393064902475193,1.6713961877774812,1.7400332781509835,1.984604765671319,1.9117313527437663,1.6797477932699203,1.6819973527604872,1.6784401877169473,1.7472190330967141,1.945763766222842,1.97796236698881,1.6741971991615994,1.6707289633840277,1.7287396637203212,1.717063000037448,1.9770722536225567,1.9640581353110251,1.6597660513938395,1.7299087568047167,1.7554469416106733,1.7334358213605479,1.758064932351511,1.7758029954619114,1.6073178343730907,1.6479797366045834
Salazzle,Incinerate,Sludge Wave,40,2.6551813492620195,2.0946681716718385,1.8844313454192976,1.619897400464222,1.5165434232268118,1.5646682012350803,1.9326660744863888,1.9924457363220256,3.105345110739666,2.8195587596607505,2.1293474748755257,2.154601871680096,2.818942263156488,2.5725245973727913,2.4174171510683657,2.2374243617333835,2.0624096139674624,2.1154822062241374,1.9534756364519867,2.0237238968053584,2.553775585791274,2.2198547359535845,2.456048983411984,2.6600139562139318,2.4746740894188988,2.5313477593762537,1.4941971148891702,1.5848333711996345,2.6922274262126913,2.51317025413401,1.9921152256848267,2.0156454352820017,1.493984439003831,1.5828597947615417,2.298211598261067,2.4208625975273135,1.998946243903893,2.0220948699582086,1.5597647534608767,1.5640703136611247,2.502743735349372,2.529754744363677,1.5168500151229556,1.591393443360401,2.07025438870358,2.149754624943184,2.064033656973223,2.135430670714342,1.90053312659706,1.9710178870698503
Salazzle,Incinerate,Poison Fang,40,2.337337513712579,2.116611301524869,1.857109405955329,1.7124927330920408,1.6652473177547245,1.7199102976044647,2.041079763222945,2.1200008555079854,2.734812038763716,2.6410777856104803,2.211012577166658,2.2324271379057112,2.4927624311770105,2.4186224153503995,2.3348076351286022,2.2533472675303563,2.097384184570036,2.156988832832606,2.06726311841027,2.1576172399766675,2.393435284890255,2.1547967692568886,2.5168263486692934,2.603613872559474,2.546057613410995,2.658796182164054,1.6677548457314835,1.756613746250784,2.5682534056126762,2.5170373730848086,2.0988244150153146,2.1423226881585236,1.655466285297558,1.7616402028706868,2.436507757062551,2.5653906458355586,2.1447530238704795,2.1665837604477187,1.7403029536329377,1.7362782543433004,2.490449190652935,2.531740790641616,1.6565279885912882,1.7503038904355361,2.165792377121749,2.2073088751084238,2.147070638230133,2.249581044494163,2.027852778290261,2.125076089922546
Shadow Nidoqueen,Poison Jab,Sludge Wave,40,1.6305544794282352,1.508587710525898,1.6437360414720006,1.522911040314973,1.715869122452542,1.6224878329500536,1.7425484092958474,1.5506087043451715,1.6312871937030224,1.5493904882924006,1.5088377952517642,1.478426289028056,1.8140072467876407,1.6546761641918701,1.663614841000607,1.586659611852886,1.5482538631596852,1.5520306105096084,1.5552384093772367,1.5418836969298984,1.702134413963406,1.478018480709006,1.623209390834039,1.5914551527211511,1.6309710902688601,1.625784190715182,1.5259184787750846,1.565868832739626,1.810508235571159,1.7952917784281608,1.530570883816771,1.5717534993316025,1.532441409487188,1.5793106942780428,1.77197128501905,1.8014261772134184,1.6692621729181474,1.5889068670759792,1.5524593093887558,1.5480480264088825,1.7865973350365938,1.7375278719274467,1.5491041305052997,1.564006580489539,1.5708409168276323,1.5670886497928977,1.5259580478632182,1.60690392036643,1.5333746143028064,1.5344413646361659
Shadow Roserade,Poison Jab,Sludge Bomb,50,1.0676195648956257,0.9602255620065991,1.0728338162454254,0.9619106492482246,0.9510240994145969,0.9645062310965576,0.9619183597060226,0.9588310813100263,0.9769399793027634,0.9795392910272882,1.0850145928785746,1.0052771168327763,1.1238479333987985,1.0536961321507672,1.0720734632607922,1.0241323501234845,0.97888536931013,0.9939184853466357,0.9741926898968627,0.9796128698827036,1.0664903422196768,0.9386898659935593,1.0540426844798203,1.0285467108682462,1.0064402984800038,1.0244057812103307,0.9510884402117218,0.9975856466429265,1.1207365620050116,1.1325630514067078,0.9743010601850319,0.988996145292396,0.954668725049605,1.012475600111759,1.1191520019631058,1.1756340655905857,0.9798326957747886,0.985310400544277,0.9725160279907179,1.0043687712937501,1.1271448606793446,1.1278334654861657,0.9865839018141496,1.014327303289934,1.0587694897673312,1.031121378434049,0.9940434476291627,1.0300573759176601,0.9584346576754432,0.9870318467397056
Weezing,Acid,Sludge Bomb,45,1.5492597030575028,1.5412718494960505,1.5549525773500954,1.547977937159892,1.6005112017435479,1.604847131684291,1.6437787307097167,1.6367213505555314,1.6482910603660808,1.6478149122343522,1.6190651777800373,1.6151742783880862,1.856665080250737,1.7373720928910377,1.6751758700933732,1.6787134190616946,1.5861934357462733,1.6326056799501165,1.6070719744884008,1.6202346178075346,1.6254582979687175,1.5728636175713717,1.6773077345171958,1.6979597009146081,1.6823330156709362,1.7562732681573496,1.6079075081944887,1.6857033218488962,1.877357459960941,1.895727936044432,1.600065770779256,1.683715378953294,1.628509582372413,1.7002457178847274,1.903923904635863,1.95188495085492,1.6306568527182206,1.668534178239205,1.6365914107809079,1.6844647720291355,1.8625355960824241,1.8428674431054626,1.6535958200772327,1.7330645389510575,1.6603809195330086,1.7268880416602292,1.645628467459205,1.7325616571921059,1.6047112228631022,1.64846345308497
Qwilfish (Hisuian),Poison Jab,Sludge Bomb,35,1.6063855035567973,1.5373173068301407,1.6090994505279919,1.5404515797255718,1.632317325175896,1.636310082244975,1.7510944374278015,1.6973831148196652,1.6911268652965594,1.6989699065273618,1.7439498554695816,1.7017655875818576,1.8276541254793188,1.6983854742040214,1.9219887808255045,1.7429972965292593,1.689292353041211,1.6623809081117853,1.7196757638339006,1.7245292356320594,1.6345207435231932,1.5379811629171312,1.793155491687356,1.7516928639020661,1.7640588239622927,1.7766613068802732,1.7156724904435299,1.7623931281401661,1.9381644172211412,1.9098106955112404,1.7175693053423176,1.726673166956783,1.6584739237293353,1.7284832527501672,1.912435962703339,1.9955942848136046,1.6806599649803389,1.6734406586972388,1.6778266334489402,1.6758958016315695,1.7629397642963283,1.7856962798737108,1.7083515520372807,1.7584410056691864,1.7721869376487718,1.7441656510821184,1.6882341437388928,1.732663481257532,1.7446944195567948,1.7066658638788572
Shadow Muk,Poison Jab or Acid,Gunk Shot,50,1.2310352402023435,1.2057771090772662,1.2322763147232243,1.2070509179917717,1.226316942077525,1.2293158597391833,1.2419719427024327,1.209818299876536,1.208516882767639,1.2217516872887264,1.2382883022802211,1.2181531902085414,1.3982852255403648,1.3237751286503263,1.291490722171949,1.3016126726321664,1.1864129244373904,1.2072380477297209,1.2298440363153527,1.2608409198836958,1.174054578990635,1.1656113399719779,1.252647725696206,1.2840949271025948,1.2466503788032102,1.2975646577892905,1.2350548137309436,1.3032236476155983,1.4315601994702198,1.4463196390833197,1.2187840682755167,1.2699763182355164,1.217893080897291,1.2864972604880451,1.4330363545295268,1.4965371658548636,1.2025971541919578,1.2418151132374275,1.2360792451215474,1.2747911849904368,1.411321705424118,1.3929101497417677,1.2430724349496167,1.298726220195141,1.2346263151045258,1.2997765820841272,1.2545527949229123,1.3398347092277787,1.2073092725306265,1.2719077386903586
Haunter,Lick or Shadow Claw,Sludge Bomb,50,1.7319153335916038,1.5552626916168035,1.7521195112371042,1.5611772141423363,1.7060921910332092,1.5780808387275478,1.941963635944184,1.795888290843237,1.7304396294086337,1.5891237267741392,1.841701109100035,1.6511286485205219,1.800168234122473,1.4874808191474682,1.6705292907715352,1.5258246478574584,1.6419839238138432,1.618779887761465,1.8637805120190714,1.894728355017889,1.6789017291429382,1.2960422972965553,1.6582019675362727,1.6055969801569143,1.637974331897107,1.6338581447289506,1.5636140300973815,1.584754123158086,1.7756403491300567,1.543772056461451,1.5876158399670928,1.600232481154352,1.5576685403634056,1.5716275589693565,1.529482649861593,1.5465082646499397,1.6812078897588307,1.5836650893654358,1.6740007208067826,1.5993818611649568,1.8160477332564864,1.5672612196599525,1.5281526618610184,1.555072177147799,1.655045174012746,1.6000088469648182,1.6465944746997512,1.6127413152622305,1.9704579425726847,1.9566942836720693
Drapion,Poison Sting,Sludge Bomb,30,1.8239182560816922,1.791846372778798,1.8281220778599618,1.7989421842308053,1.8196651674667559,1.8277880128944344,1.9504218703727572,1.9365645634974769,1.894970760535379,1.9056845230807695,1.9645331671492372,1.9523560252031618,1.9139504408056005,1.8963910109142832,2.1115311784902735,2.014653697180968,1.9728452582053175,1.96923426109631,1.9105439000752444,1.9017511962616722,1.777842316102087,1.7583415494604597,1.9373058709277984,1.8873752585730288,1.9356621421238738,2.0185974162640696,1.9155484054872187,1.9873264904808938,2.1328133703702385,2.1124370977030456,1.8880864562834272,1.934032320635499,1.8995494603848104,2.008604861509028,2.159833208999401,2.291963777417131,1.9039204102766925,1.9442199614165905,1.8361147791042152,1.896278552592826,1.9336867579397097,2.022933665823314,1.8403536072543079,1.917757294311037,1.9260325786274,1.8900333812650776,1.9538264395591003,2.03617132808429,1.9569394561738618,1.9406258320177558
Shadow Drapion,Poison Sting or Infestation,Sludge Bomb,45,1.2950123322045795,1.28351761924313,1.3005429685665262,1.289747470324606,1.3977280371304035,1.4036337486362023,1.452815890916644,1.4488324118332134,1.414659812264294,1.4386742771324748,1.4200444015968436,1.424907395425345,1.4455838170910076,1.4577669494603167,1.4918847712704923,1.471920169080579,1.404154685108554,1.3963352190918885,1.3789845173129816,1.3634842220269696,1.2704790052499122,1.2645610308656041,1.4691324577224039,1.4376845937064515,1.4284731599804252,1.482362249196952,1.3904611271783418,1.4556055785800077,1.6091910633657733,1.630514685147417,1.4059991324594152,1.4526951126701462,1.3820861963640498,1.453363609241887,1.6258352141976429,1.7245403711486809,1.3915448093377614,1.412819952349832,1.412315279351022,1.4657838796020084,1.4825169888096486,1.571102506899764,1.398301354293799,1.4559103111402938,1.4716663130017689,1.4567857181780124,1.4016137015706092,1.4898318954635281,1.4258978058483462,1.4592398299120948
Slowking (Galarian),Acid,Sludge Wave,50,1.5537977140910613,1.5214416473714536,1.557443713829982,1.5271644718697757,1.6094649739704905,1.6126204348026694,1.6484222646433853,1.6333444170213727,1.6454647577783248,1.6468230085568338,1.662642311083745,1.648635027424617,1.6977426011550039,1.6742972086217358,1.6862632954712724,1.6704548698479662,1.5853442775352873,1.6109866787597076,1.5917815110565632,1.62477538839938,1.5528906277635393,1.5387434610643136,1.702157580978136,1.714893599398682,1.6688961906268744,1.7284290061337053,1.639835429238128,1.7107306368107453,1.9247633906352586,1.9129637873444605,1.6839973518713653,1.7401378486666663,1.6846880934228037,1.7591568838229097,1.8991479894815384,2.006836987104609,1.651020335924951,1.6926525894900342,1.6797946073481003,1.7029857337124736,1.8035604456274352,1.8171676635398517,1.6392940352413123,1.6992990440558116,1.6751366311142626,1.7549649743534184,1.6639656602614405,1.762142403209619,1.6286509077210143,1.6972373420063878
Muk,Poison Jab,Gunk Shot,50,1.4130072689004067,1.3586640976897655,1.4157207284474134,1.364623031784109,1.4310390049343462,1.4430388700886907,1.4377904311431822,1.4334486480130146,1.4379519788027304,1.458949664647204,1.4490096293627768,1.4872236806376922,1.5606824815526679,1.5437996650513988,1.5113207910679853,1.5062807852693796,1.3946716852786125,1.4269435066039342,1.415599442188621,1.4446587984998684,1.3610644042208064,1.3632538657147426,1.4661713384091988,1.5230576946570893,1.494307557298815,1.569058161654592,1.4519535395550178,1.5332352124058442,1.6736777093898814,1.7081504936150893,1.4430131600968026,1.5188717559120852,1.459373108742287,1.5293056651307722,1.7030651566930088,1.7707508598849646,1.4503433101316274,1.5077265108844462,1.4840365001775866,1.5142783621805356,1.6383357174743773,1.6313116452536727,1.4563043095270696,1.5305818223873071,1.4804221156170085,1.5666589950232617,1.4878222459621708,1.5923999761218681,1.4399458560130096,1.492688324629714
Slowbro (Galarian),Poison Jab,Sludge Bomb,50,1.394845056971825,1.4145833199264315,1.3967067207564914,1.4217011850888124,1.4731235364857698,1.4924522422932003,1.4398378828388223,1.4525936030271527,1.4142196630620483,1.4421199932813453,1.4318485692124705,1.4475377905867195,1.5203049106648756,1.5402743573248767,1.4550625082893864,1.4770659031052495,1.4361320106569926,1.4798218695085317,1.4526266167652486,1.5053143373078333,1.3240005495718614,1.3173956798564608,1.4485339142210507,1.4909728143720014,1.4822460141954616,1.5491023890910565,1.4960457336530575,1.5823034603371087,1.6465218102758408,1.6721512272659775,1.479159424869009,1.526596690340348,1.4703789476675082,1.5591266899971115,1.698475791306911,1.7863678056410748,1.421043298771948,1.4848055876168444,1.45905810240186,1.5017758088362987,1.6441037121566937,1.6525833905546432,1.4889188567143714,1.5690420585017102,1.4393230917962352,1.5269720237175586,1.468273331235706,1.561607290540902,1.434530794461648,1.5134492735690954
Shadow Muk,Poison Jab or Acid,Gunk Shot,30,1.5863509587972657,1.4190611393335333,1.5870369115051908,1.4261422787887839,1.4726171920857198,1.458621414453248,1.4675980756196967,1.4527362677951468,1.4695009165121247,1.4480981782737439,1.4656798855539617,1.4506609634681158,1.7435151728719582,1.5930323485918139,1.654982483769836,1.5071627936263734,1.4610952213593336,1.470959242673318,1.4462813849025944,1.4326340508522133,1.6678280090258213,1.461762467508162,1.4922961284965597,1.4831683504541981,1.4382495575416612,1.4929735592047892,1.4518451234130052,1.5147915113595891,1.695069473556042,1.6812147824782289,1.416099477555954,1.4627874556686802,1.4573654276906176,1.5193053904692453,1.6650759221067732,1.7227887385449938,1.4160855902017038,1.439311721920969,1.4855358161233803,1.5067349027453367,1.7340105660665024,1.7185814582165087,1.4603501295470491,1.5099873994454318,1.4894525587922482,1.4779403496602574,1.4241556841768823,1.4990625967717264,1.4197022080715527,1.4571848220075807
Shadow Arbok,Acid,Gunk Shot,45,1.8840635482856543,1.5418375993022404,1.9136050452944073,1.5435636830607882,1.650919915092807,1.577192794125742,1.7185466841816173,1.5965117543032332,1.6776165272030334,1.6130468196578212,1.7462041494597775,1.6360889228572404,1.8781279753600932,1.7674979135451316,1.9229660620617637,1.709612904294457,1.6667862366079023,1.5834108723995242,1.579348606857818,1.538863724598047,1.9185228442387,1.6115264983912094,1.6346487651649588,1.5959016770233923,1.5614602413007725,1.601077721808689,1.5163202753854377,1.575596755832264,2.0559481425637576,1.8343589972593162,1.594982013668149,1.5609283177314648,1.5285753117171557,1.5648149112795913,1.8199609033908728,1.843297086989206,1.5281302667938481,1.5051556928798138,1.6228922425020154,1.5701631452727256,1.9618279479851073,1.9137262420874332,1.5483890085475371,1.567209637207738,1.6659529687657268,1.546569589391848,1.5774615307126256,1.6284774084267422,1.5514139468547103,1.5384337517772728
Haunter,Lick or Shadow Claw,Sludge Bomb,30,2.041437708959972,1.7995387167728705,2.0778189280091364,1.810802793107797,1.9280637784736514,1.76890711894438,2.036530591499663,1.8983375349082103,1.962780199901454,1.8127059896977766,2.388236018248004,1.872282883721986,1.9245371502674176,1.7439721286717396,2.0330780153308274,1.8573115356190757,2.17152696559152,1.8814560172325834,1.99781896893863,1.9196557151223277,2.127465576529584,1.6713631849259971,2.183693178641609,1.8049440612582541,1.860754221291721,1.795300742888471,1.7845987005731774,1.7679545025844503,2.0884307365110137,1.8699834032346465,2.176616527864619,1.9094032370749647,1.7990773835174674,1.760153999876876,1.8895354311309798,1.8623019668001362,1.942478205601436,1.8378796585603117,1.8357006518477086,1.7365799815919947,2.176928916406452,1.8796279238453184,1.8668605742012028,1.7963174253581133,1.8565106929673683,1.7948078573869273,1.8727410603134256,1.813614390554209,2.157328937149448,2.0743478637926867
Muk,Poison Jab or Acid,Gunk Shot,30,1.7102024163312797,1.6384274841058497,1.7608240583300228,1.6952697096006801,1.7466381667992077,1.7632015527756844,1.7437101538945117,1.7244713973961958,1.7086300774922063,1.6962758291245084,1.7362155667840111,1.6933798546408771,2.1491079718011514,1.896468693400246,1.7261134973710675,1.730009641239459,1.6887471685278614,1.745492251006179,1.6984788078708648,1.6928695706973098,1.6754251381035585,1.621593851522334,1.7501836049687434,1.7586986348172338,1.7558400085364105,1.8195382611479265,1.739917419322179,1.8132461142847158,1.9392517595337144,1.9620884203838131,1.6862962576329605,1.7587481825032831,1.6982956778693843,1.7723377200251933,2.0238193364210373,2.077274999835474,1.6628028017333492,1.7059523023688095,1.6781838651569378,1.7202714081812405,2.0621279050763435,2.0233223279765715,1.7304557677676737,1.7999040767856824,1.7015104589715597,1.7739681265654481,1.6838650363208774,1.786373110736081,1.6950727425183307,1.7430116032298584
