Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Arceus (Fire),Victini,Victini,Victini,Volcanion,Volcanion,Volcanion,Entei,Entei,Entei,Reshiram,Reshiram,Reshiram,Blacephalon,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Arcanine,Flareon,Flareon,Flareon,Lampent,Lampent,Lampent,Magmar,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Ninetales,Torracat,Torracat,Torracat,Typhlosion,Typhlosion,Typhlosion
Tyrantrum,Rock Throw or Dragon Tail,Meteor Beam,35,1.2258234082693664,1.2091848387323592,1.224191035631961,1.1931535546274483,1.1620893727426755,1.186534553705667,1.1419637734479435,1.1237619443441957,1.1413989035582741,1.1472054433184344,1.1713215922202695,1.1615528415007441,1.3154826921880174,1.142543600117702,1.3320082746258517,1.1689569253311993,1.1390894427601452,1.2065300714754263,1.1580278771179875,1.1451613802210276,1.1648117911542772,1.1595669797543375,1.1651564496825322,1.1627062130733548,1.1378126553618495,1.1867090995378433,1.1363020466163518,1.1869875416917977,1.2089582038424853,1.1824566554184341,1.1697830656602903,1.2037928235520263,1.1726267500147325,1.1349458672578354,1.1910086325659996,1.1338471626616915,1.1712593363911623,1.2221589065900107,1.1665925614030983,1.1474296431994317,1.1893197589209696,1.1490054357157617,1.1783139384358492,1.2431222387348335,1.185123973868519,1.1692234241944486,1.1903356569642656,1.1816395776545383
Rhyperior,Mud-Slap,Rock Wrecker or Earthquake,40,1.0702952062343436,1.0954095926142107,1.0072150887516318,1.0959321606145618,1.1178984201997757,1.0217547616372924,1.2075217952185449,1.1041231701197196,1.1311251740753818,1.0574875202945788,1.0983056569182477,0.9813912235088479,1.0634980569493735,1.076690427901573,1.0173065748317835,1.0803894617014411,1.095280625919963,1.0339974266483545,1.074939481521341,1.105111213702648,1.0337677265674727,1.0594253945300183,1.0956912678157738,1.0175964762667098,1.0791728612561697,1.1290565087436577,0.9847230436679881,1.086068254365313,1.1393465131222267,1.023197462221517,1.1362140971648125,1.1594765689505189,1.0366459155807908,1.0859921440891522,1.1422038416142777,0.9871408563015973,1.1020477019979333,1.165256416214318,0.9997507070052851,1.1313274169117284,1.1437087998104474,1.0412608578511056,1.1264926171104523,1.1649874136379565,1.0025859863312152,1.1845260626785057,1.1483957003144791,1.0997900727319185
Golem,Rock Throw or Mud-Slap,Earthquake or Stone Edge,30,1.5630367434212478,1.5010626645058704,1.3768503230605145,1.6168496827626961,1.5359052150642707,1.4110189949971454,1.6324012426788082,1.4710053334115039,1.4917998410413318,1.497261000044145,1.4621101976526814,1.310839808218933,1.6064195156502632,1.5039437338140387,1.424799872157955,1.5897413337915107,1.4899848054859623,1.385348725346307,1.5530088683996,1.5190224137736092,1.3629506677854417,1.5239964383909474,1.541784834331228,1.3429697731595847,1.4543211325674352,1.503498360914562,1.2590265411478672,1.492101519770043,1.5013631511468724,1.296076098256205,1.5212641331198635,1.51866172976795,1.2942449631135793,1.4618458230625295,1.5134716603902612,1.2690314862146923,1.5319671990955914,1.5589971478991032,1.2812266621867818,1.5224344407038013,1.5230996764448406,1.3074014232277829,1.4600253779610974,1.5188005434828415,1.2705089987381495,1.6038712594812934,1.5606732990338,1.3634877613607608
Shadow Tyranitar,Smack Down or Bite,Stone Edge,45,0.9861646062575555,1.0026678012824153,0.9856310714155618,1.1146919516518963,1.0032518170164768,1.1149338903003714,0.9774355667158741,0.9523193457190269,0.9856520863685626,0.9850976404765731,0.9991320397700173,1.0014815511564772,1.0017843451664254,0.9853696861506739,1.0065511578495852,0.9633829053987217,0.9444320571190049,0.9673895488037509,1.0079253289321244,1.0036571458783177,1.0219924812329415,0.9713252019581904,0.9851489236533204,0.9855478387735841,0.9814984538209767,1.0239650674327883,0.9808738516731194,0.988868004131816,1.0082905309291392,1.0067072819012106,1.0166580024786807,1.0320284472759194,1.011447850260415,0.988190861380779,1.0323283736598614,0.9894657804672565,0.9889641856378205,1.031783675342768,0.9879312737864956,1.0059063215957578,1.0382711186415323,1.011286350820271,1.0019975608700356,1.0390662458879385,1.000810662381737,1.0174365968233303,1.0158492880403251,1.0700800615382633
Shadow Flygon,Mud Shot or Dragon Tail,Earth Power,45,1.3401465907733545,1.2514613754829813,1.1220645206107271,1.2771743123960304,1.2210320426604537,1.066835611753246,1.1846047660427308,1.1370612445215158,1.0072363196747678,1.2176251151601045,1.22485807860577,1.0176727228450815,1.2202681928534411,1.1277814946772398,1.1162676808129977,1.28263618596959,1.218345380391372,1.1114704692376134,1.228570502654118,1.2007320024709025,1.100392675388929,1.292034325672102,1.2588764331195086,1.061727753050028,1.2102648219802812,1.247323437928305,1.0122908731898257,1.2150325946535245,1.2298117624415863,1.064258771010602,1.2153330132634717,1.2796842559813397,1.0308841192051443,1.2038570676426077,1.230240409877277,1.0152004108684012,1.2050989194152941,1.2292562460807102,1.028948115213309,1.2133930626039515,1.2634295318263573,1.0242739662981801,1.230355877642742,1.293880422822527,1.0174298602516911,1.260756580403265,1.242513057375865,1.1006666088472943
Shadow Hippowdon,Thunder Fang or Ice Fang or Bite,Earth Power,45,1.281193193322089,1.3063332483359864,1.0907267612029188,1.2316620026191507,1.236004010285783,1.0859573249270194,1.1933747096522898,1.1551232322859883,1.058905794162723,1.2670466817876367,1.3189594287308628,1.1002351242575004,1.3204609876582287,1.3567779976482925,1.205379711275109,1.2485116879862033,1.2228782826290217,1.2674149630707572,1.3824851456814864,1.3977945172909825,1.2487211933076698,1.2810457809729006,1.322244650493185,1.119827411194168,1.2601159812845426,1.2947958320352972,1.0900164807169401,1.3419330839724986,1.344829699246552,1.20754529656395,1.2733451656008041,1.3130172674342335,1.109499457667384,1.2579843072231762,1.3261454263130346,1.0961117916852132,1.2579938040760725,1.321933279832765,1.098254774627543,1.2751740681990837,1.3366816638154613,1.1155817345974177,1.2949846788905068,1.332828312193207,1.1250831007512294,1.3724518567235955,1.3280739724903061,1.2284036294023197
Shadow Mamoswine,Mud-Slap,High Horsepower,35,1.121587448292104,1.0391953688023594,0.9337041024915519,1.3519822137823951,1.0772440711325597,1.1933424985650072,1.272985016706038,1.058774340682598,1.07667136721711,1.2464545979934947,1.0939044562812856,1.0099914969789316,1.2668254981761826,1.0733475993178956,1.0348475547571185,1.2323010431789905,1.0726029174120533,1.0198156497838593,1.2689995217762216,1.118884950315209,1.06856316447506,1.1790774016447667,1.0896850967428453,1.0221010833975677,1.0435959450770438,1.0321962331542307,0.8910366830898716,1.160939293347854,1.1160893550503481,0.9801148087855606,1.118529281715034,1.0630489417627325,0.9430496220225538,1.1112430083820173,1.0830340932533804,0.9446353709336439,1.0456992007433668,1.0277560406713842,0.9123860585860479,1.09452257393002,1.0612098773722396,0.9193754481879083,1.0840719841909408,1.0686801607858167,0.9213924631160283,1.1319651665323178,1.0957342664600598,0.9742893376822725
Tyranitar,Smack Down,Stone Edge,45,1.1505304427458154,1.1548479408757326,1.1511661438341485,1.2036806990762186,1.1874367622097506,1.2033731662483516,1.1290938704976585,1.1070124381029511,1.13134649123401,1.1634412219652048,1.192856135058097,1.1678822976449776,1.1596836497615355,1.1508031467331534,1.1886490418872704,1.1016174132222813,1.1186320261744325,1.1401660926670538,1.1670246311521943,1.18329188355673,1.1855730412372858,1.1367502206102247,1.1502188146834302,1.142465463140031,1.1581033000942815,1.2103560917492604,1.1573730195764096,1.1872252606371172,1.215189055319641,1.1838163255060805,1.1790506357735018,1.2364294739768071,1.2130112494195915,1.1665375206878217,1.2193564961811243,1.1702685033699376,1.190078763308707,1.2607931320483219,1.1920105449080147,1.1708613915683486,1.2173332263278305,1.1701760104035555,1.2006585584238103,1.2472353122323974,1.1989000915280876,1.197472402682421,1.2194299455277091,1.2221525162104006
Shadow Nidoking,Double Kick,Earth Power,40,1.8206358027462899,1.4814575887240995,1.5771535602734261,1.7151593919323394,1.5702324188363401,1.5079205933407098,1.7157787906603112,1.377011027457264,1.6965621616596465,1.5800453975342679,1.4233757195613053,1.3861236582206784,1.6575512916953137,1.385729804455919,1.4360946402745485,3.106915068712159,1.7285716691756239,2.7302476659283292,1.6928348605546917,1.4536118157422733,1.4397076544628566,1.4572349016343915,1.3519377407835995,1.2558275697438719,1.4596850478658467,1.4125892199466372,1.2850586157032917,1.5905647184290583,1.4427603821512571,1.390421362080937,1.5469245207757083,1.5074226347790636,1.3219623176581439,1.4178241615964637,1.4055826747283808,1.2781828437532672,1.5227479717024601,1.557331256323046,1.2947870815031124,1.438022658415232,1.4191349587796789,1.2960714649353613,1.4140799065300178,1.3970244490612456,1.214780721873327,1.6405053393247564,1.4336599203309492,1.4372277861769627
Flygon,Mud Shot,Earth Power,45,1.5391119669205011,1.4766515393979647,1.2804949725904735,1.45129863010115,1.4402747684390818,1.2371745105250769,1.3556307239766563,1.3259435129236596,1.1719802516593656,1.4300862103042071,1.4256649278801277,1.2234778596854372,1.5449966043707468,1.403355891030436,1.2954881384533457,1.4862504039322482,1.4134179160024538,1.2591644387286784,1.4788220757523665,1.4568628774930181,1.2389025568489909,1.4837600468805725,1.4920053937389635,1.2462315860653443,1.4249341636297328,1.4752281350358794,1.2088464925235805,1.4286579207690782,1.4459282898922554,1.2150325946535245,1.4273795266538343,1.4849964126856126,1.205418247922287,1.4325236396121082,1.504972457918988,1.2042131375546852,1.4627402898099984,1.5256032232217074,1.19001482255301,1.4486256207752277,1.493155742414825,1.212059110713298,1.449903288606427,1.539697575884242,1.224949572885591,1.453086960972043,1.467957862919653,1.2594976371401743
Mega Swampert,Mud Shot or Water Gun,Earthquake,40,1.0633077042329526,1.0583750483934231,0.932587389838779,1.1385083133408944,1.1350651479081422,0.9450354920294417,1.1001942881562512,1.067657301956857,0.9015033795864061,1.0755726122509865,1.0894593988678603,0.9272811943585181,1.14903294710414,1.1043699299861256,0.9661993083812588,1.1296055346290754,1.0831443707587114,1.0170827362593593,1.1669840227394372,1.158738205843885,0.9772049850569003,1.1099261854575873,1.1061890876303027,0.9303835522298889,1.0977474140729235,1.163052731028725,0.9228504000076969,1.1342483436559205,1.1703938214363339,0.9341331810106206,1.1750568036349844,1.1817647776207796,0.9757673388981576,1.0688688930912817,1.1261372844655098,0.9594191010906089,1.1039239257474824,1.1854828913891577,0.9204464476901605,1.1143935231097766,1.1586226917725597,0.9562783567994763,1.1145160137486891,1.1921358415676946,0.9842130834451304,1.1473373105426385,1.123451119824843,1.01887093678239
Shadow Tyranitar,Smack Down,Stone Edge,35,1.0666352656534193,1.0733374476567417,1.0652838925509287,1.1760628084465299,1.063524163664595,1.2008585624064179,1.1802769365284145,1.0691502971988878,1.1916404323993817,1.0874550287709108,1.0840548013504423,1.0982094028351674,1.0958645871512862,1.0523065092394401,1.0886648354031334,1.0541145409199235,1.038472072146353,1.0611423650175003,1.1160746092793885,1.0985475405873124,1.12387691860816,1.064620861668517,1.0757940422407917,1.08020023336958,1.0643591368587204,1.0905637628242093,1.071561234787741,1.0813182627443088,1.0965460268671603,1.0965195593094097,1.0888394754515656,1.108796436300716,1.095713634583823,1.0634600505967553,1.1016756620737223,1.0736321869144134,1.067213928833967,1.1179863911117343,1.072514260223179,1.0807592640969514,1.1152879198703485,1.1072603233695377,1.0830683228293412,1.141766631614471,1.0786408938505134,1.1380891387422758,1.0927425911373876,1.1654151595951863
Mamoswine,Mud-Slap,High Horsepower,35,1.3126736974438955,1.2352920844879278,1.0828802071111436,1.4466491376962247,1.2635635682618045,1.24503234697128,1.4603890123064311,1.2253895516195625,1.2702931692202093,1.4830407288072944,1.2765321523549789,1.24206545797006,1.424773495165751,1.2137147474417003,1.220991342604309,1.4457304219962364,1.2410598528611978,1.2161201866075861,1.4950507899769518,1.2679163918963443,1.2490658074457355,1.3651789278296484,1.265938162397075,1.1302364702770544,1.2296861477835757,1.215763339921062,1.0331074012685413,1.3632712578001978,1.2979118535388923,1.160939293347854,1.263618075236305,1.243363856364475,1.1213779236030286,1.316036981582851,1.2695283003667588,1.107286485650101,1.2163692160340123,1.2354828604455452,1.0376574762637174,1.2543234590729884,1.2119760586106263,1.0897431676849931,1.2515493370487423,1.245737463006743,1.0777631127759277,1.3442633619117708,1.2483783038015122,1.1278383336950026
Shadow Swampert,Mud Shot or Water Gun,Earthquake,30,1.4037813371240457,1.321971588295442,1.2517522443111784,1.4778926456036898,1.4171454144090214,1.3024251379978427,1.4088627430387652,1.3453935166304818,1.204057958883501,1.3257471881891392,1.3105762636161584,1.1945544310203597,1.6391976669853847,1.412390174257615,1.4207861809583981,1.3844535071625623,1.3349583423462648,1.2923890051998694,1.507927956535303,1.482129193037584,1.3332812855572438,1.4498188916884467,1.3790267877008455,1.2868205643370052,1.325954263521107,1.3404064574577566,1.1863806996819721,1.364069168359128,1.3689133068091963,1.2595643181072473,1.4375211314867657,1.446268893429798,1.2546515136276777,1.3639673723780228,1.4040008135916597,1.1516631791156702,1.3571454933778981,1.3924359239363246,1.1848738226377393,1.3567529343938889,1.3815133799189434,1.1980543560657244,1.3640758851227024,1.4549837379430994,1.1854006390728125,1.4643311239095789,1.4237603858643801,1.2283836471227245
Aurorus,Rock Throw,Meteor Beam,50,1.1987901432445323,1.238398963427703,1.2088792295004613,1.2862207788510518,1.2207315309104396,1.2996476765425982,1.2215386505341341,1.182069360867413,1.2408496429502427,1.2593405268064448,1.2505756923239388,1.259115933945924,1.315059446504262,1.2454688178901179,1.321040814637298,1.230072644331858,1.2226362689241708,1.2596022755195626,1.2854315965619485,1.2732009796341643,1.3042169686791294,1.2427135951204633,1.2667433611334542,1.2511562821551205,1.233935507315906,1.286421620414828,1.2344440452762298,1.2567550170046866,1.2843132826719343,1.2819624169310664,1.241509243062654,1.2949090570646167,1.2606753479832904,1.2285593210035253,1.2909421501469371,1.2391767382902126,1.2212135792274066,1.2870087012313194,1.2177493011525764,1.203023287618508,1.2581808709647393,1.2146717374172311,1.2391898785677848,1.3291617839543801,1.2497892511139583,1.2477877827030286,1.2610087448420366,1.2784183208514668
Golem,Rock Throw or Mud-Slap,Earthquake,45,1.3866060559339022,1.3394273607307174,1.168286360297824,1.3337294792168402,1.3068036937409688,1.1704607096636193,1.5009084881508603,1.3133906448372052,1.269752894980028,1.3121002865982634,1.3216653918386578,1.1444583356295626,1.2873092167326488,1.2569537804602322,1.1361278285997838,1.377834045841958,1.297778539172347,1.200437874497512,1.3657199226624723,1.339384570745986,1.1653919340863355,1.3398520524606412,1.3181067742478354,1.1624180794769348,1.277349937670564,1.323306721320234,1.1096379820634943,1.3321211000089614,1.3594271327277536,1.1555932782184801,1.3682191233278722,1.3496514358159555,1.1492743959902778,1.2835753597182573,1.3379868720204704,1.1227055006763402,1.3186176717508336,1.3646472658842848,1.1174765247690115,1.3500358823299794,1.3372380378357265,1.154652337210372,1.3215436575549528,1.3838706138267554,1.0961351585236858,1.4108668497799024,1.3421411245215735,1.2237131620710802
Landorus,Mud Shot or Rock Throw,Earth Power,45,1.1615219975110744,1.1531799455960503,0.9517062440858367,1.1580753359730023,1.1585861434315796,0.9703722056110148,1.1248268529621837,1.0827384542757048,0.9869577090694647,1.1357497647747565,1.1475467759931466,0.9790228998735365,1.1400256477734108,1.1395018427246864,1.014928070409109,1.1629696156224087,1.135699931160267,1.116326705806984,1.1795583779375607,1.186247379762073,1.0514892378947516,1.1595578326560387,1.1660637910165839,0.9938184248476519,1.120661678445698,1.1708297657897198,0.9723126341542856,1.1875555872654797,1.1759640196567647,1.044286064241078,1.1505943069667701,1.1727586635162044,0.9847285981013336,1.1370274091623036,1.1854103298397198,0.9733248395840218,1.1407148964688614,1.1810463087477143,0.9736141846870076,1.1347876254687292,1.1782016551458319,0.9573744125275054,1.1431378148429787,1.1920582229303456,0.9701261817139919,1.1814133603549424,1.1818370145066577,1.000018699834785
Shadow Golem,Rock Throw or Mud-Slap,Earthquake or Stone Edge,45,1.1407759805968847,1.1006797952269896,1.0055848339883213,1.2011810030023284,1.14129688348781,1.0602031938402257,1.2188941158163265,1.081812600635197,1.1002452269258842,1.1152669766840642,1.0898855597812585,0.9698006853775447,1.164040288544687,1.1083272724607443,1.012019691895256,1.1589996733349162,1.1142488192483786,0.9835543800584227,1.1539551718157868,1.1234588908297765,0.9932236502758903,1.1528597852312137,1.1562347257221401,0.9861619647899389,1.0881790628740722,1.120454268010411,0.9415205512920424,1.1349462816461726,1.136224966760919,0.9784675773136781,1.146796922483876,1.157249429334002,0.9665567373118072,1.1000676389502164,1.1509368874359431,0.935616404910058,1.1058915597414825,1.1468555157214368,0.9418503695173686,1.1380493824936269,1.103186402767075,0.9998574260863584,1.1058260120625076,1.1632542799416632,0.928439759199368,1.2055382349288575,1.1484593006297577,1.0454365275116622
