Attacker,Fast Move,Charged Move,Level,"Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Ice), Tier 5","Arceus (Ice), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Kyurem (Black), Tier 5","Kyurem (Black), Tier 5","Kyurem (White), Tier 5","Kyurem (White), Tier 5","Kyurem, Tier 5","Kyurem, Tier 5","Regice, Tier 5","Regice, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Mega Aerodactyl, Mega Tier","Mega Aerodactyl, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Diancie, Mega Tier","Mega Diancie, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Glalie, Mega Tier","Mega Glalie, Mega Tier","Wigglytuff, Tier 3","Wigglytuff, Tier 3","Aerodactyl, Tier 3","Aerodactyl, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Cryogonal, Tier 3","Cryogonal, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Glaceon, Tier 3","Glaceon, Tier 3","Glalie, Tier 3","Glalie, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Shuckle, Tier 3","Shuckle, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Weezing (Galarian), Tier 3","Weezing (Galarian), Tier 3"
Necrozma (Dusk Mane),Metal Claw,Mirror Shot,40,1.502578117923421,1.5094948362863003,1.5062165544392787,1.5064145134536067,1.5046342234367427,1.506944065271991,1.4417465784820247,1.4498446233122817,1.4277603552525753,1.4493020964311243,1.4604412671025269,1.4654339499008402,1.479011126899199,1.4699713884983938,1.471877687256048,1.48460987270882,,1.4647555628325672,1.4514454875265097,1.4315072150305865,1.4726357885721855,1.475920514472601,1.4808306504302207,1.490302044408213,1.4845721510905723,1.5110117669735057,1.473729952765641,1.47409393244549,1.4189762390864102,1.4236771875144176,1.455624858984564,1.4553081761791,1.4959098043622705,1.5356875390636537,1.46767614527106,1.4911273803712493,1.4693392163591923,1.4825384091913625,1.4835022619915803,1.492798255848895,1.4673319895942487,1.4869182279744197,1.447062850355908,1.4537508480399706,1.4904379421818033,1.5106919920523454,1.4691845329227753,1.4762078534353518,1.4597178402170161,1.4670768769964369,1.5001222326932975,1.493435271009508,1.4399194810576945,1.4480719773127784,1.5116113475684194,1.5207456772091603,1.4733101946905114,1.4733319702953467,1.5213963440043663,1.5162122556286215,1.4446201782507502,1.450263646496985,1.449801679079956,1.4489282562825554,1.473437627769736,1.4696520838109044
Steelix,Iron Tail,Earthquake,40,,,2.616003847323004,2.5869785441933195,2.2405472529698938,2.2370789001820253,,,,,2.7366701583640154,2.703649982050183,2.7806948443789308,2.733708638399723,,2.332561760474112,,2.2311691719539706,,,,,,,,,,,,,,,,,,,,,2.7357814910926517,2.720152363825539,,,,,,,,,,2.5935013019616924,,,,,,,,,,,,,3.0446579382260492,3.0449905108195248,,
Steelix,Iron Tail,Return,40,,,2.6307426900397157,2.609299557661209,2.8926467980823074,2.8543478268790277,,,,,2.7763658850808763,2.7681311626253438,2.7862370428471106,2.7707491843282988,,2.979392116343242,,2.835990069439976,,,,,,,,,,,,,,,,,,,,,2.745898664205826,2.748764739228836,,,,,,,,,,2.6362630249173344,,,,,,,,,,,,,2.7316889765735,2.717323708142874,,
Steelix,Iron Tail,Crunch,40,,,2.9334326800757164,2.9146135913538016,2.929980603951019,2.91633861490126,,,,,3.1191637622856927,3.114835611043146,3.153456713860278,3.1497796184676212,,3.1281479398230236,,2.9251767089426894,,,,,,,,,,,,,,,,,,,,,3.1107092903731237,3.114992563106945,,,,,,,,,,2.5932434595252123,,,,,,,,,,,,,3.0446579382260492,3.04620033725775,,
Steelix,Thunder Fang,Earthquake,40,,,3.6801304169220104,3.6439668867442343,2.6655778526303004,2.6486168318077286,,,,,4.358239607720264,4.268676349111745,3.7683061592540468,3.66343287222467,,2.634127731380149,,2.614097366735457,,,,,,,,,,,,,,,,,,,,,3.7573420111848304,3.7005129173316766,,,,,,,,,,3.6528785170226494,,,,,,,,,,,,,4.629975804138199,4.564222408056235,,
Steelix,Dragon Tail,Earthquake,40,,,3.734270579250227,3.682557721515286,2.9205492067219394,2.892650129259275,,,,,2.961442365013137,2.923108559797289,3.658132727482897,3.556293542637668,,2.787025918815699,,2.9218774457881302,,,,,,,,,,,,,,,,,,,,,3.8637151919522528,3.8087931970508375,,,,,,,,,,3.825821007111641,,,,,,,,,,,,,,,,
Steelix,Dragon Tail,Return,40,,,3.82828490352143,3.8433569856836582,,4.5347381796352835,,,,,3.0339550766675374,3.0191539536650738,3.7050892756809457,3.7037977867912986,,4.20022865946858,,4.500499240875379,,,,,,,,,,,,,,,,,,,,,3.9656190246459317,3.9814455933700836,,,,,,,,,,,,,,,,,,,,,,,6.106090457585948,6.123865617434578,,
Steelix,Thunder Fang,Return,40,,,3.8537591870982815,3.878448853026041,,,,,,,,,3.837461285107432,3.865697280879316,,,,4.812824284497436,,,,,,,,,,,,,,,,,,,,,3.9380181933262484,3.9649612858309777,,,,,,,,,,,,,,,,,,,,,,,3.278810594820849,3.2827333455347,,
Bronzong,Confusion,Payback,40,,,3.6228817703730245,3.6120277584229012,3.6092884181021114,3.6130552934675078,3.7614159884914,3.76224427338726,3.7473399692369633,3.749883002899844,3.7256375707754734,3.6771291445779357,3.5567386693636283,3.546804215812239,3.5345364772374763,3.5497377141389808,,,,,3.5909490114053764,3.660443657799571,,,4.093849912565624,4.146984563752953,,,4.907309107113361,5.06183428767692,3.7000055761726207,3.735960595590717,,,3.5676614566829845,3.579936209162889,,,,,4.89188186214488,4.850424800131024,3.595257863779242,3.5749890471288164,3.683033362293312,3.780916220885221,,,,3.7174912455742515,4.919549791812545,4.872916959534942,4.741439847397573,4.616628229055388,,,3.682666645443073,3.6669440274571796,3.5170456715140137,3.5079931029664495,3.624324525470972,3.6494028211510163,4.176721019787491,4.184187861733938,,
Skarmory,Steel Wing,Brave Bird,40,,,2.398094947899368,2.3782592703384604,2.692641035959467,2.6651320483937235,2.4605382304003207,2.4067462851803696,2.435709084517029,2.3971309893601367,2.3978581922864013,2.3648459626852927,2.435587498796574,2.4230003092154675,2.802195510133559,2.800856759720065,2.194619017116265,2.315959454774706,2.3989287481781645,,2.663747309443627,2.6325520669049958,,,,,,,2.487444702206347,2.474835574374721,2.3981419134575295,2.3744762544340006,,,2.706458821605712,2.699650686559623,2.7515677838416983,2.7421381157849662,2.4919856466210306,2.484432181634157,2.4285539465483494,2.4611028120679346,2.4976267138511576,2.362286547358873,2.3590831578467584,2.40809524429507,,,2.384973629561665,2.332799210317607,2.4989283820917576,,,,2.590045441839304,2.5885897606597372,2.330028413085806,,,,2.6609225156576186,2.6486131347405513,2.3556462248069585,2.3350169510322387,2.4150955085602215,2.415374200843333
Skarmory,Steel Wing,Sky Attack,40,,,2.4898804910025403,2.4583536501002397,2.900280010256165,2.846137402242257,2.528400366500661,2.4773608563561296,2.482806988227337,2.4848348349210303,2.503281271481849,2.459719285771546,2.5251290603747862,2.5171867359062046,2.9912153375298107,2.9845345903490217,2.267452184722092,2.4026175994952617,2.4803487186606397,,2.8824736095679535,2.8383287027364674,,,,,,,2.539959034590469,2.5513050499043946,2.4602216738910436,2.4599553972623704,,,2.9037685004614433,2.8909924382158225,2.9525515200723205,2.9394641195405877,2.5799250436438816,2.57669986801445,2.503623410486177,2.5399231375715585,2.586992504020457,2.4519597698399194,2.462517886450227,2.5118444926181405,,,2.475734713319311,2.424960958072519,2.5985898599049397,,,,2.779312998775981,2.7691788606601992,2.4196577032661697,,,,2.8720874493670365,2.846228841981637,2.4529540677328705,2.4281824012482573,2.5211822324926985,2.522571985650823
Skarmory,Steel Wing,Return,40,,,2.6174012602021794,2.5923794784064356,2.913649942363282,2.8728048864466627,2.659681455171489,2.613799274954752,2.6130141180717463,2.6285467566464784,2.6344406382049934,2.604613277288079,2.665527799216735,2.6711229439892663,2.9401277678318736,2.9556588123565786,2.628597525218268,2.7696578945599426,2.623335053303413,,2.8641610254425065,2.838813600907572,,,,,,,2.6843130233847776,2.7065388341800247,2.571553759120468,2.5784408538645756,,,2.8919206298909996,2.8956508001338137,2.954496392339371,2.9487802116034696,2.716028949166175,2.726206052538936,2.6668931562793325,2.703315444472799,2.689301854235134,2.5542464150006072,2.584938042359915,2.6397880726565623,,,2.610060872587334,2.5615566016344054,2.751762936369572,,,,2.783819822730607,2.774624893027391,2.5404107318451667,,,,2.8513541319079487,2.8365106704308225,2.6058912750621115,2.58629849522528,2.6507931008868275,2.6534211867176323
Skarmory,Air Slash,Sky Attack,40,,,3.5125486672594484,3.515909413869232,5.43149574279288,5.4444588508289105,3.45540966915272,3.4544959586768584,3.4049147471173287,3.4673956493343843,3.4004456044234512,3.3841037813119748,3.396800964157391,3.4173900843831673,5.553626037983247,5.660337160628182,3.127945004750556,3.349931721998096,3.416501205033664,,5.192711178301932,5.209131753448893,,,,,,,3.3295338203612803,3.3731551778052316,3.3405805487632225,3.388500731164886,,,5.136237116306828,5.214812112978654,5.517192469950112,5.516750349381397,3.3873500165375487,3.3910688185610276,3.26579104827653,3.3402226648942857,3.565610583218957,3.4421936849654675,3.337686902497943,3.4329025106375117,,,3.490192456011053,3.4499700201122803,3.5454528295121386,,,,5.0883095319769645,5.052649428576194,3.3916660563827983,,,,5.4108985682195705,5.3774545430719805,3.3741612456020196,3.358326904110397,3.5279447042234002,3.5283743512924306
Skarmory,Air Slash,Brave Bird,40,,,3.634739053857864,3.5731229557811583,5.607069071433903,5.523698245085496,3.60222513262293,3.5393408684122223,3.642933327911951,3.551974554494114,3.4752538900784553,3.4191121288483193,3.4380595527538405,3.428404121636576,5.773761101778074,5.799777046828318,3.2429433834177472,3.404753987925069,3.523880260169922,,5.227350243167146,5.212540792100552,,,,,,,3.481669385468041,3.4431802453440503,3.4826393123968624,3.4701608562749415,,,5.182074010160069,5.222907550244749,5.578110874878629,5.5643892579050505,3.4056425150081178,3.3973551011176393,3.298121359242464,3.3431143376233585,3.6133620399734947,3.482377037843151,3.366971604273117,3.437206939446382,,,3.589691063666748,3.5097750140296897,3.525071025914049,,,,5.093015264577295,5.071131109101532,3.4322532234229852,,,,5.397234456718203,5.335634251194318,3.401896778514102,3.3842650124091747,3.5403730517358585,3.5585256836911507
Skarmory,Air Slash,Return,40,,,4.037025308889674,4.053606865916415,6.258144290784393,6.284103074089375,3.951476381665275,3.9518456990597177,3.894873992540311,3.967670976025306,3.9107066305008584,3.8862671699586286,3.873410713210508,3.9015731286517763,6.085793803082788,6.221699824327574,4.198763384138839,4.443851606741756,3.9196573916752806,,5.754719564256915,5.823989674876279,,,,,,,3.81483898529231,3.8558074669482703,3.7693676688084508,3.82829776409771,,,5.737900714382715,5.837279490430464,6.263392707670673,6.280963369969027,3.8152907759233767,3.8352655702345646,3.701729337548178,3.78832650915836,4.025423162870624,3.8704587996444775,3.801522236043193,3.904104108633909,,,4.054815125929035,4.004714789661515,4.0473452319550685,,,,5.70830290759549,5.670301446132817,3.865510929408252,,,,6.039232859140536,6.016646805750411,3.9124693328179476,3.89297274981738,4.036590131229468,4.0415618282913695
Steelix,Dragon Tail,Crunch,40,,,,,4.389412212870992,4.393874796281376,,,,,3.639470068425508,3.6269772159310727,,,,4.19041016046922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3025164718248097,,,,,,,,,,,,,,,,
Steelix,Thunder Fang,Crunch,40,,,,,4.552348627845448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1442329707573022,,,,,,,,,,,,,4.750360944412364,4.754636011960758,,
Shadow Mawile,Ice Fang,Power-Up Punch,40,,,,,3.038607823620387,3.0061935770786015,,,,,,,,,3.039729960078793,2.941508011233253,3.2233354213539025,3.080475012267953,,,4.345508676567007,3.8359798130823157,,,,,7.29499096848145,6.954628640600707,,,,,,,3.911380145278451,3.577273950048469,3.1083880202229883,3.035623773527202,,,,,,,,,,,,,,,,,2.8693117037285996,2.88034591337762,,,,,2.9666601798281453,2.8009495565487383,,,,
Shadow Mawile,Bite,Power-Up Punch,40,,,,,3.0834246443928603,3.0046666796098576,3.1176489102525515,2.897817280625302,,,,,,,2.8583409809847544,2.7287214226613354,,,,,,,,,,,,,,,,,,,,,3.048358974788228,2.973456809744422,,,,,,,,,,,3.2714727639394074,,,,,,3.019976659613556,3.0388578131045247,,,,,2.9544850606103026,2.7871745164378776,,,,
Shadow Mawile,Astonish,Power-Up Punch,40,,,,,3.164257366146041,3.0799908453817353,,,,,,,,,3.200595999323492,3.0634836534973484,3.3359436398432964,,,,,,,,,,,,,,,,,,,,3.1980789834934877,3.1147765141886117,,,,,,,,,,,,,,,,,2.9681400624014964,2.963826884954088,,,,,3.0203333736922535,2.8439081041547403,,,,
Shadow Mawile,Fire Fang,Power-Up Punch,40,,,,,3.30191923094041,3.233806962163184,,2.9001593690619702,3.2237160498357222,2.8845481481736623,,,,,3.3779277557612275,3.269446856034205,,,,,,,,,3.6568738777867584,3.5346874709865483,,,,,,,3.9604811095415573,3.8136484777268254,,,3.373176289885157,3.2914520064056436,,,,,,,,,,,3.1743695852235563,,,,,,3.19083800493004,3.190159182360985,,,3.2995046264821646,3.2380213288454875,3.2135147829347934,3.0309797533315153,,,,
Bronzong,Feint Attack,Bulldoze,40,,,,,3.415204011676663,3.4273453152927464,,,,,,,,,3.4078028083369283,3.4050904244262115,,,,,,,,,,,5.75733146800009,5.796676410371263,4.800322180855878,4.7249383564101635,,,,,,,3.316161022198413,3.2677139477866355,,,4.4960378649341175,4.44556441322887,,,,,,,,3.544343774551244,4.601466883757329,4.427621679450133,4.411600958761781,4.280039630152071,3.231213801985927,3.2467739648552034,,,,,3.3257098190513497,3.3129444852582863,,,,
Forretress,Bug Bite,Sand Tomb,40,,,,,3.6496797116790685,3.6320165128743196,,,,,,,,,3.747286692015024,3.7754910472277587,3.8029599348277,4.045716131566236,,,,,,,,,6.250759066131322,6.284374322748418,,,,,,,,,3.7433069943415807,3.7482486218427122,,,,,,,,,,,,,,,,,3.7279080348017777,3.7062472653492584,,,,,3.726499415990148,3.730326103959817,9.26080645439227,9.293617776900248,4.169681954403331,4.026431164083603
Forretress,Struggle Bug,Sand Tomb,40,,,,,3.9586301781786752,4.031523054590267,,,,,,,,,3.8284932436241603,3.901109874746783,3.9185603463216303,4.2886591775333684,,,,,,,,,6.6480661924985265,6.892987630997003,,,,,,,,,3.9161968058392205,3.92804052051914,,,,,,,,,,,,,,,,,3.9027028096621463,3.880731453317783,,,,,3.806240877302286,3.823160039672693,,,4.620026928788524,4.50919580336409
Probopass,Rock Throw,Magnet Bomb,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Probopass,Spark,Magnet Bomb,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klefki,Tackle,Flash Cannon,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klefki,Astonish,Flash Cannon,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registeel,Metal Claw,Flash Cannon,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registeel,Lock-On,Flash Cannon,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registeel,Rock Smash,Flash Cannon,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandslash (Alola),Metal Claw,Blizzard,40,,,,,,,,,,,,,,,2.448612754387146,,2.6842321537421117,2.5025589846071994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8311627722676618,,,,,,,,,,,,,,,,,
Sandslash (Alola),Metal Claw,Bulldoze,40,,,,,,,,,,,,,,,2.5317673313517832,,2.7799432988411206,2.5187422394992565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandslash (Alola),Metal Claw,Ice Punch,40,,,,,,,,,,,,,,,2.6590788408429273,,2.793464495619481,2.7427998398203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0819437977393656,,,,,,,,,,,,,,,,,
Sandslash (Alola),Metal Claw,Night Slash,40,,,,,,,,,,,,,,,2.8668819982301526,,3.193083833408082,3.2178400767863433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4532053676867984,,,,,,,,,,,,,,,,,
Sandslash (Alola),Powder Snow,Bulldoze,40,,,,,,,,,,,,,,,3.391459136986129,,3.5763086155053334,3.236904860222158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandslash (Alola),Shadow Claw,Bulldoze,40,,,,,,,,,,,,,,,3.52127824816364,,3.4602999224208824,3.1024789428145327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1117379688451763,,,,,,,,,,,,,,,,,
Sandslash (Alola),Powder Snow,Blizzard,40,,,,,,,,,,,,,,,3.681806479777832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandslash (Alola),Shadow Claw,Blizzard,40,,,,,,,,,,,,,,,,,3.788818677933666,3.344180668778707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.834137571779001,,,,,,,,,,,,,,,,,
Perrserker,Metal Claw,Play Rough,40,,,,,,,,,,,,,,,,,2.071570695782592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perrserker,Metal Claw,Close Combat,40,,,,,,,,,,,,,,,,,2.3444218008217077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perrserker,Shadow Claw,Play Rough,40,,,,,,,,,,,,,,,,,2.5963509734567545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perrserker,Metal Claw,Return,40,,,,,,,,,,,,,,,,,2.655907407800526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perrserker,Metal Claw,Foul Play,40,,,,,,,,,,,,,,,,,2.8443501409441967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perrserker,Shadow Claw,Close Combat,40,,,,,,,,,,,,,,,,,3.204469666924216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perrserker,Shadow Claw,Return,40,,,,,,,,,,,,,,,,,3.5673545004031717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perrserker,Shadow Claw,Foul Play,40,,,,,,,,,,,,,,,,,3.9351555609019666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Mawile,Fire Fang,Vise Grip,40,,4.263749858469425,,,,,,,,,,,,,,,,,4.712157286693829,4.436759792172702,,,,,,,,,4.795528409860174,4.4750816361054575,,,,,,,,,,,,,,,,,,4.093652124826902,,,,,,,,,,,,,,,,,4.119284108706413,3.9476040185817514
Ferrothorn,Bullet Seed,Thunder,40,,,,,,,,,,,,,,,,,,,,,3.20597985960093,3.3146532058904565,,,,,,,,,,,,,3.241650553870628,3.3210403832692115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.26414907096546
Mawile,Ice Fang,Iron Head,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mawile,Astonish,Iron Head,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mawile,Fire Fang,Iron Head,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mawile,Bite,Iron Head,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melmetal,Thunder Shock,Rock Slide,40,,,,,,,,,,,,,,,,,,,,,,,3.2262519481299057,3.3489251694660354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.520451981481423,,,,,,,,
Melmetal,Thunder Shock,Hyper Beam,40,,,,,,,,,,,,,,,,,,,,,,,3.266154916522284,3.3643248241651618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5474354146198444,,,,,,,,
Melmetal,Thunder Shock,Return,40,,,,,,,,,,,,,,,,,,,,,,,3.2921586390026616,3.458477748741994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7219152195159686,,,,,,,,
Melmetal,Thunder Shock,Thunderbolt,40,,,,,,,,,,,,,,,,,,,,,,,4.497446609526233,4.629430620044345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.076195909388272,,,,,,,,
Melmetal,Thunder Shock,Superpower,40,,,,,,,,,,,,,,,,,,,,,,,4.647848936186688,4.761407308883386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.341729695205078,,,,,,,,
