Attacker,Fast Move,Charged Move,Level,"Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Uxie, Tier 5","Uxie, Tier 5","Mega Alakazam, Mega Tier","Mega Alakazam, Mega Tier","Mega Latias, Mega Tier","Mega Latias, Mega Tier","Mega Latios, Mega Tier","Mega Latios, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Alakazam, Tier 3","Alakazam, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Espeon, Tier 3","Espeon, Tier 3","Gothorita, Tier 3","Gothorita, Tier 3","Grumpig, Tier 3","Grumpig, Tier 3","Hypno, Tier 3","Hypno, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kadabra, Tier 3","Kadabra, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Wobbuffet, Tier 3","Wobbuffet, Tier 3"
Yanmega,Bug Bite,Ancient Power,40,,,2.9058582770274173,,3.017627919872765,,3.3305635219344234,,2.8130388496494145,,3.3018356334579826,,2.8681007811781547,,3.1936057494090133,,3.0409590733142284,,2.8414585989033463,,,,,,2.856830605945193,,2.8265572277831565,,2.5131636749471697,,,,2.7158756860436917,,3.1529734302529326,,3.1092036259161873,2.8673187878554236,,,2.5387377295664075,2.684297466145561,3.0124535845191813,2.7253015084904897,2.791258030819202,2.8484912748394176,2.605054304590428,2.7714063952865806,,2.7426341882832648,2.2067908514486096,2.1547718176636512,3.0340058142630517,2.8645703917083005,2.856851195390967,2.9171478739637275,2.824271540027137,2.890224015837224,2.829082363414932,2.885802497420444,2.874944594398429,2.8383182415040076
Yanmega,Wing Attack,Ancient Power,40,,,3.374891942412875,,3.4830433152456974,,3.8358744394618842,,3.3153154870866755,,3.8103365531018185,,3.551083854104708,,3.622025560548374,,3.47513122538826,,3.2737333552588774,,,,,,3.470921672712265,,3.2513926507033255,,3.5217814863486865,,,,4.073220627005291,,3.601604114514847,,3.9382811710406633,3.812219150396576,,,3.9813259333478586,4.160237006255942,3.434462529466486,3.1989952768137586,3.2432778043444634,3.3577948530181088,3.204234270929291,3.293794799243216,,3.334099045184019,2.4433548927589306,2.4424193691236074,3.4680282088264356,3.356780430505029,3.4252504251181572,3.40011085734417,3.399016791044776,3.3947143994980102,3.5108933388619827,3.437995397623049,3.4162184256907073,3.3562749926016773
Shadow Scyther,Fury Cutter,Aerial Ace,40,,,2.3775327161867517,,,,2.7859467048867383,,,,,,,,,,,,2.3227327617210127,,2.5825917519010853,,,,,,,,2.5225555954253958,,,,2.941888206904869,,,,,,,,,,2.36508774667872,,,,,,,,,,,,,,2.392405020352782,,,,,
Genesect (Burn),Fury Cutter,Techno Blast Burn,40,,,1.9198360933796759,1.925239395530122,,1.9198637494698834,,2.065022583495988,1.9702277201146057,2.0137924964658356,,2.057077053759719,2.0298438346772008,2.0855493108617096,,,,2.52892750194712,,2.0236647196895614,,,2.0690543016935363,2.071575702827978,2.124653474386784,2.1618119756941643,,2.0580521851526146,,2.5286748025344257,,,2.098961666207663,1.9668264185823585,,2.2711358868547666,2.1375519056825207,2.1707270992185466,1.9863785216536274,2.033212386786062,1.9120470811978407,2.0178160411161916,1.8810109927880967,1.9057629868007084,2.0508090841454627,2.183691759604622,1.820709878726892,1.9734388587037865,1.932968544154158,1.9833329383254097,,,,2.041161083258704,,2.507538342471671,2.4707306648575305,2.502281747428894,2.3965744392923227,2.522084482593283,2.143479775841467,2.2046436325898116
Genesect (Burn),Fury Cutter,Magnet Bomb,40,,,2.046962637643263,2.034175432147598,,2.0614756472303197,,2.1654629629167053,2.0045357004239257,2.065831714565382,,2.2247045304765622,2.152612518817937,2.195921569582158,,,,2.105399848203056,,2.1050405886421077,,,2.138880806656096,2.136191486186464,2.1976605648302345,2.21556329909052,,2.1350776515421623,,2.14342642427692,,,2.248279103491686,2.0976426886430946,,2.7152193615792584,3.0908283690843974,3.0908544211521476,2.1212574066948826,2.145583090918406,2.055999178822615,2.1563125699399883,2.014197099648455,2.016472144708384,2.126507132067546,2.2399111357598867,1.9786584619460632,2.1202761582137235,2.096958087296148,2.1342025312792856,,,,2.145749667476364,,2.9479286602411903,2.925424355495251,2.946090011445684,2.8605600548447123,2.951410213240422,2.279375745742151,2.252628837910649
Genesect (Burn),Fury Cutter,Flamethrower,40,,,2.14001113179529,2.1809767099742956,,2.1987658090631195,,2.33254126652422,2.1090565952022082,2.2468870768198,,2.364389508103752,2.2832838786843856,2.3447728898364124,,,,2.9338957088056756,,2.2815066808754816,,,2.3085017613312546,2.3231823908361284,2.3838999967762815,2.4142377655809204,,2.299275207138573,,2.951068449809052,,,2.277512870657325,2.2168435093184895,,2.684237342534672,2.402024668854699,2.4449815424478825,2.267469881578385,2.3049797410382378,2.1770799154284792,2.300137130331499,2.1323510811206567,2.1528572530722943,2.3131895884431355,2.457492236590587,2.09601608407504,2.2619578365490924,2.2231016174139353,2.2695735139406343,,,,2.3124014132106394,,2.9257108501087257,2.8703356512890097,2.9198562187028005,2.840503875271598,2.96539879572416,2.467947206289025,2.4788309652848364
Genesect (Burn),Metal Claw,Magnet Bomb,40,,,2.2396749308567947,2.2358011027456213,,2.261499267486687,,2.351813149234919,2.1237534782075986,2.2064770996593053,,2.3477915798588938,2.2455483363298607,2.2980732066696112,,,,2.217249373009502,,2.2091482331153904,,,2.274451335492201,2.290308153034942,2.348261305744995,2.3662681986593412,,2.2691029275340875,,2.3000189643922644,,,2.4737703388016365,2.3159816811313223,,3.424291308669639,3.5776602788963223,3.621786228742853,2.2794081484331583,2.3194851434280412,2.2500562325047846,2.370248997052464,2.1596833816415004,2.1648505762757964,2.220095964408287,2.3305533441230915,2.215270918436591,2.3789219126152226,2.347092838421601,2.397565868196616,,,,2.3174667940534066,,3.7083638722203296,3.6654453867028494,3.6989432172021517,3.556307118168234,3.704266416505258,2.426764697461804,2.3945056761673724
Genesect (Burn),Metal Claw,Techno Blast Burn,40,,,2.3402594726138726,2.291605222249555,,2.2643360012007383,,2.4284114917297095,2.2025195130285535,2.289458513334551,,2.2944972818553486,2.22726431843563,2.281018932319652,,,,2.650177793936079,,2.2132979036610023,,,2.3410107925527783,2.348402717900109,2.417481829906186,2.444221586867523,,2.2937014568608984,,2.758315869128307,,,2.6086359318297143,2.401002629847962,,3.3907747293183825,2.846619040610994,2.8913479231893318,2.328153563336326,2.367589859560636,2.2664811343839726,2.388424803464235,2.1587946709268935,2.1783609223028018,2.2348535279043156,2.3495274514176963,2.250832912298421,2.4248877016163264,2.4027198950953217,2.439650768193088,,,,2.3723234661939903,,3.7066437314564826,3.708730325644505,3.6890779869575185,3.571343990808337,3.7335163711250594,2.436223537617054,2.4165497425018505
Genesect (Burn),Metal Claw,Flamethrower,40,,,2.4173396297302516,2.4757515739682696,,2.470480061434695,,2.598506057152906,2.256669711246803,2.428880939220177,,2.5196954491848937,2.3947108133426593,2.468376151606946,,,,2.967269049434355,,2.40368888468115,,,2.495929810204271,2.5226944695296325,2.5877473986811323,2.619084563680906,,2.4572621709779527,,3.093192812841366,,,2.6534201221364473,2.524639390468585,,3.697894257297871,2.9821259456404157,3.0458761485317987,2.4679897396434525,2.551069377159675,2.4620866978607543,2.5937350054668595,2.3307672580158068,2.3544694392066305,2.4246177858097506,2.555361498936787,2.4395211507947794,2.630133508946492,2.5806911598732256,2.636903806425217,,,,2.5626708788302435,,4.006277609357497,3.9837067503392136,4.008000677386976,3.8858376036766105,4.07196429812057,2.6482705710106997,2.6323961281806643
Bisharp,Snarl,Return,40,,,1.8698516584323908,,1.9137152420303412,,,,,,,,,,1.9642523182584652,,,,,,1.931077446126487,,1.9630174252446864,,1.9997482314429151,,,,,,,,,,1.8856270334171559,,1.9915043816798674,,1.9661057671754094,,1.9361162182668905,,,,1.8999511120234756,,1.8139299555835569,,2.038936658535758,,1.9944607464321036,,,,1.9603904564948753,,1.9460405359565807,,2.0490689957970902,,2.054543596847422,
Bisharp,Snarl,Iron Head,40,,,1.9424821075396388,,1.9884854523865572,,,,,,,,,,2.055100967505504,,,,,,2.046487227585025,,2.064029266654492,,2.042609354999553,,,,,,,,,,2.3873692815958827,,2.5302842334192905,,2.03682493266641,,2.0144572720308527,,,,1.929560573824602,,1.8818095249941829,,2.097301406446615,,1.6171123113666175,,,,2.4526551179228258,,2.433674694708277,,2.5930242055864663,,2.0960946819001243,
Bisharp,Snarl,Focus Blast,40,,,2.416743068546364,,2.3977413411666353,,,,,,,,,,2.558420867549006,,,,,,2.563485403062073,,2.5554934174698563,,2.495912440715913,,,,,,,,,,2.395462975388688,,2.5432299938157445,,2.476771236800479,,2.4532605305775497,,,,2.3307166795412915,,2.2658708506009146,,2.525738269103003,,2.1320443116440173,,,,2.4498216511918134,,2.420900271370421,,2.6170870040586958,,2.5115878867182198,
Bisharp,Metal Claw,Return,40,,,2.477750864933214,,2.560932800544403,,,,,,,,,,2.5924466363028698,,,,,,2.491428785221334,,2.452250318765279,,2.550952801865047,,,,,,,,,,3.166416401155714,,3.2649457927066767,,2.432023256808174,,2.4323507055774383,,,,2.557702644815798,,2.369133990673347,,2.564951486640848,,1.9815636409086872,,,,3.01328740568247,,2.997853459972863,,3.1002985851088076,,2.761949882811472,
Bisharp,Metal Claw,Iron Head,40,,,2.482097389278293,,2.5644061806651997,,,,,,,,,,2.6109122203969233,,,,,,2.529637258768165,,2.504142165837495,,2.5275304597968518,,,,,,,,,,4.053214417304027,,4.175766821066186,,2.4545965542302595,,2.4657516623628433,,,,2.5118248782052577,,2.3785824973971366,,2.563311694599039,,1.6520036276586718,,,,3.7690982698664386,,3.7541548507462688,,3.9396431481554783,,2.719324245141886,
Bisharp,Metal Claw,Focus Blast,40,,,3.2502735172125963,,3.2194925382773443,,,,,,,,,,3.4147255366861198,,,,,,3.3348541814825556,,3.215360245404197,,3.175476024510299,,,,,,,,,,4.331691030131917,,4.402195873629992,,3.0552494549185583,,3.096297267296624,,,,3.1308380293082627,,2.9554717649643547,,3.1631892090918003,,2.0709058634894717,,,,3.8963997852232226,,3.8789128222523748,,4.202538217855099,,3.41213237822677,
Haunter,Shadow Claw,Shadow Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8692891928413944,1.621118450360838,1.8663043050746013,1.7637681241923457,1.7535903150902583,1.637668047445963,2.1022128680724155,1.852593143011071,1.7322448836715345,1.6457840995766748,2.0969402085000275,1.7032594119408548,1.7817124982415562,1.6908028469996317,1.8497571857189952,1.6581510342371968,2.1219238844805255,1.687026497008176,1.8548122429727765,1.66260111641184,1.8239465739484395,1.6661804293931004,1.8116384640574508,1.6247290458898336,1.5607164714432473,1.5187099965631332
Haunter,Lick,Shadow Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8557080637449164,1.630249970511072,1.9987793595827457,1.8373460475455845,1.75392669448071,1.6351432043896057,2.088302309899925,1.883526613036099,1.7175762163949544,1.6649116810101836,1.915998959567734,1.6322850078815554,1.8428833714649535,1.7263057677447688,1.9129714431170366,1.6623036570710445,2.0151637319339324,1.687186117241889,1.8625537520160502,1.6745311065966149,1.9024638738127546,1.649598010123597,1.8100294681014812,1.6223964915616345,1.5851679171286452,1.5533456641053323
Haunter,Astonish,Shadow Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0810830938141094,1.8549880848343097,2.249531016202813,2.1366083423942435,1.9928138853728994,1.8428777856452956,2.479198734297768,2.234317995182664,1.9302331790356015,1.8580073750002388,2.190420496420563,1.8640291736476746,1.9783240892081009,1.875769317351438,2.152780943346249,1.889671302839182,2.24543415330455,1.9129391000786522,2.0083656569016246,1.868330761448691,2.0668955223880596,1.8435724651930718,2.0241445807542835,1.8684510597767796,1.6589743514587627,1.6206516507283784
Haunter,Shadow Claw,Shadow Punch,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1093480368486266,1.9447603608562938,2.095702962677953,2.015776479679842,2.023871832410479,1.959045130189635,2.2486182767256024,2.087495325196342,2.0200207338813057,1.9856848931696371,2.258783836727877,2.030025714799549,2.09670650591103,2.0325819717154645,2.156339053347209,1.9838903184570502,2.2931734773137644,2.0335227674499357,2.1108915781295083,2.0093397527803707,2.068125169606513,1.9912855973723782,2.0649309902160686,1.9577045479829596,1.9079043805087512,1.8779450205249908
Haunter,Shadow Claw,Dark Pulse,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1958478212172956,1.9852695440186485,2.135938608866658,2.086158048365336,2.06539383269242,2.0117858669232724,2.3152529650976192,2.2008687942798715,2.0368028370847737,2.0093955923071567,2.3540066823132935,2.0792243794319947,2.1323494996829058,2.0720495432259405,2.1643385414689913,2.0283240425286477,2.3777675105197797,2.078669245741189,2.163931002900258,2.0447539798174175,2.135980156037992,2.045813336421216,2.1117636530750103,1.994874466905861,1.9112253858274224,1.8764823506988972
Haunter,Lick,Shadow Punch,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.291190361781893,2.062458154109001,2.330592279081698,2.2195138916561823,2.15480764556229,2.0607263670977733,2.5103951895603167,2.1920594046588504,2.1833825179602004,2.1131965748431667,2.3033611143748964,2.0460639710561526,2.278686497691064,2.1935892676939672,2.3127085093991058,2.136857821399433,2.443708950543333,2.1307981772134696,2.2909302249088115,2.1422133482751002,2.2536887720488465,2.1330608137371856,2.198761465220735,2.060989154504214,2.0104851631415364,1.994369830742387
Haunter,Lick,Dark Pulse,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2733921576392104,2.102760924530859,2.3148063785216535,2.2462056252597304,2.165181374711068,2.0804843404116613,2.406886402759308,2.2936535127063125,2.2089955063406044,2.1234117009608164,2.2786772312427264,2.078547312577867,2.2712388353170243,2.213010934662096,2.3295275638272996,2.135565112370322,2.3633496718784013,2.1773556341769904,2.2657205641596128,2.153702028034763,2.2400284938941653,2.119748142793035,2.2252996290295934,2.096179601080991,1.9933976922077348,1.9665459573134683
Shadow Cacturne,Splash,Payback,40,,,,,,3.1410650472723036,,,,,,3.1017003631284528,,,,3.3174603415785042,,3.252264740713517,,,,,,3.116421380525705,2.9599274412380776,2.994493608568184,,,,3.3583035384753925,,,,,,,2.9106559310042788,2.97365100397167,,,,,,,,2.943960832836913,2.712834752465936,2.893572877045346,,2.9953874438078123,,,,3.072674438126901,,,,,,,,2.9765623101699936
Zarude,Bite,Power Whip,40,,,,1.7160902388019514,1.814162403219058,1.8731744428025079,,,,,,1.8957388366565966,,1.8713570848099752,,,,,,,,,,,,1.8164754451970193,,,,,,,,,,,,1.8129647725247706,,1.7962609869465966,,,,1.676908790984625,1.7143468807611968,1.8273561672431915,1.701555189536224,1.8601519476084063,1.7849938875405937,1.861033428484843,,1.8258702544773497,,,,,,,,,1.8383705170758207,1.8550309086263952
Zarude,Bite,Return,40,,,,1.8353420433454077,1.9200151349317134,1.9846871349855597,,,,,,2.002836142711199,,1.9944903715399622,,,,,,,,,,,,1.9242959129327613,,,,,,,,,,,,1.9310827659291618,,1.9199913328361693,,,,1.781387056743617,1.8325763805414776,1.960835852121687,1.8294968251841652,1.9987913236115538,1.8956168319335915,1.9804719174077745,,1.9338724152566855,,,,,,,,,1.9529918314282924,1.9713503796494787
Zarude,Vine Whip,Power Whip,40,,,,1.9893811925650167,2.050740391770089,2.128407884079111,,,,,,2.201816439047739,,2.101706412829136,,,,,,,,,,,,2.0725596700444235,,,,,,,,,,,,2.24011631221359,,2.096061599483101,,,,1.9709972565767624,2.1082746064537665,2.2489891260507124,2.0072622679220835,2.1978167530255432,2.1197661635542238,2.2085151844607354,,2.1222105844200376,,,,,,,,,2.2271449506463434,2.2429031931399743
Zarude,Bite,Energy Ball,40,,,,1.9952961449813742,2.147564338409339,2.163422435969355,,,,,,2.1817512653474487,,2.158314176111959,,,,,,,,,,,,2.092750633523877,,,,,,,,,,,,2.094875294513717,,2.0830741960458377,,,,1.9349134932486682,2.006518001336113,2.110996879359176,1.9861497010262583,2.127845271624532,2.0869972368388146,2.133728032428123,,2.1435358850708504,,,,,,,,,2.1327752552210497,2.1214659227004136
Zarude,Vine Whip,Return,40,,,,2.2762538468024673,2.2992792718808195,2.3896403097547805,,,,,,2.490628333712148,,2.3699882564204224,,,,,,,,,,,,2.3325394989447528,,,,,,,,,,,,2.6017986470639856,,2.414616517137929,,,,2.2533890691975555,2.4739455959092314,2.648373862600342,2.352359040720183,2.575885715171862,2.4369223269633737,2.5467464148789927,,2.40374905610849,,,,,,,,,2.6105832744674258,2.625826052405266
Zarude,Vine Whip,Energy Ball,40,,,,2.350723078784439,2.4683434654787813,2.505366949794339,,,,,,2.5867940005235783,,2.4698656617965007,,,,,,,,,,,,2.441480716286078,,,,,,,,,,,,2.6216903580238737,,2.477547028970244,,,,2.3141827658622955,2.5004299452304357,2.6298608812712203,2.396178732826074,2.5695642434369255,2.5287695540113564,2.581442084055066,,2.5199169355478794,,,,,,,,,2.6384547901393764,2.6272395639406803
Drifblim,Hex,Shadow Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drifblim,Astonish,Shadow Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drifblim,Hex,Ominous Wind,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drifblim,Astonish,Ominous Wind,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Beedrill,Bug Bite,Sludge Bomb,40,,,,,,,1.8156349272222028,,,,,,,,,,1.7494265171330101,,,,,,,,,,,,,,,,,,,,,,,,,,1.7394016635029097,,,,,,,,,,,,,,,,,,,
Mega Beedrill,Bug Bite,Return,40,,,,,,,1.827549610898099,,,,,,,,,,1.8058267981228628,,,,,,,,,,,,,,,,,,,,,,,,,,1.8141622293458695,,,,,,,,,,,,,,,,,,,
Mega Beedrill,Infestation,Sludge Bomb,40,,,,,,,1.9181240387214704,,,,,,,,,,1.9019445927322356,,,,,,,,,,,,,,,,,,,,,,,,,,1.8304623506273745,,,,,,,,,,,,,,,,,,,
Mega Beedrill,Infestation,Return,40,,,,,,,1.951281743347153,,,,,,,,,,1.9984294275446002,,,,,,,,,,,,,,,,,,,,,,,,,,1.9015191518239345,,,,,,,,,,,,,,,,,,,
Gourgeist (Super),Hex,Shadow Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gourgeist (Super),Razor Leaf,Shadow Ball,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gourgeist (Super),Hex,Foul Play,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gourgeist (Super),Razor Leaf,Foul Play,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muk (Alola),Snarl,Dark Pulse,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muk (Alola),Bite,Dark Pulse,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muk (Alola),Poison Jab,Dark Pulse,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiftry,Snarl,Foul Play,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiftry,Feint Attack,Foul Play,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiftry,Bullet Seed,Foul Play,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiftry,Razor Leaf,Foul Play,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Mismagius,Sucker Punch,Dazzling Gleam,40,,,,,,,,,2.522940709606576,,,,,,,,,,,,,,,,,,2.246044963502995,,,,1.5941732452864317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Mismagius,Hex,Dazzling Gleam,40,,,,,,,,,2.609888314366467,,,,,,,,,,,,,,,,,,2.3110364189491435,,,,1.620165899535405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
