Attacker,Fast Move,Charged Move,Level,Arceus (Grass),Arceus (Grass),Arceus (Grass),Shaymin,Shaymin,Shaymin,Mega Venusaur,Mega Venusaur,Mega Venusaur,Amoonguss,Amoonguss,Amoonguss,Bellossom,Bellossom,Bellossom,Gloom,Gloom,Gloom,Grotle,Grotle,Grotle,Meganium,Meganium,Meganium,Tangela,Tangela,Tangela,Venusaur,Venusaur,Venusaur,Vileplume,Vileplume,Vileplume
Mega Glalie,Ice Shard,Avalanche,45,1.3413021742970732,1.3990132890909985,1.3448571017506925,1.3597119301224068,1.42933507415526,1.4333290925131448,1.3692714321979482,1.4241492078187765,1.4065494945271553,1.3494383712767024,1.4351368970013036,1.3564963393842142,1.3515250196260866,1.4143091132885568,1.3632619040696266,1.383362767504675,1.4416683980885103,1.3857651153126946,1.3546764430045186,1.4175974081336857,1.3619843367477436,1.4060457145965746,1.4417596764980554,1.4125284469549293,1.3783677670603467,1.4447946179394944,1.379874574220864,1.356841515773754,1.4019133843569163,1.3656150830688818,1.3762614379084968,1.4034196078431374,1.3957437908496733
Mega Glalie,Ice Fang,Avalanche,45,1.3334693141648926,1.4024808002957583,1.3340156657202644,1.3535363226249146,1.4251387478178894,1.4288970878079201,1.374384398285723,1.4261860319261725,1.4272104170710949,1.3403495135894092,1.4220990873533246,1.344361147327249,1.3444596284127583,1.4078349276500062,1.3548008800240359,1.3708056305838354,1.4266050280490339,1.3798566382713484,1.3319367136401836,1.3888652058999063,1.3319001741714676,1.3912034308614327,1.4195279845502435,1.392101039957205,1.3613047676651917,1.4267129320132854,1.3610607073504601,1.3394997199925331,1.3906850849355983,1.3544334515587082,1.3527111111111112,1.3983372549019608,1.3639006535947713
Charizard,Fire Spin,Blast Burn,35,1.5172637985638238,1.5129876870571137,1.2596189744252837,1.4561127251719097,1.515804007366513,1.2298844341737805,1.499329520510102,1.5557901653052997,1.263186345513462,1.4941079129475479,1.5644368669140507,1.243756894995487,1.4906037081189,1.5413310848137702,1.2553911164093468,1.5189460835237898,1.5406710991065864,1.2716471015998339,1.45005663617651,1.5273254326882086,1.2425002740460154,1.5036040365209036,1.5309584470455968,1.2605242399789651,1.49002005539108,1.5476395123038234,1.2675856068082216,1.4775527347395931,1.5042934478252754,1.2258073548627964,1.4673882352941177,1.5016470588235296,1.2358274509803922
Heatran,Fire Spin,Flamethrower,50,1.2932177739087993,1.3485376900620474,1.086410961997607,1.324005614567843,1.3897202518630063,1.0972413117065407,1.2933205907387222,1.3502441501037825,1.0872758224199979,1.3281014943335674,1.382095577173804,1.0917034399759302,1.336580118047277,1.3844193101309374,1.1276810203626706,1.3271608144608351,1.3959848327446498,1.1200654477456888,1.316517057841979,1.3656382836193561,1.0902646675517338,1.3719547024743184,1.4168623575385564,1.1450681366904518,1.335625378028205,1.3984974373666954,1.124831545326245,1.289975732686205,1.3438025014000374,1.081743513160351,1.3063738562091505,1.3590797385620916,1.085437908496732
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam or Flamethrower,45,1.2173240793520999,1.291578719242684,1.1005468979069273,1.266343669115914,1.3661002738457495,1.1681846717292326,1.0894291218062628,1.1216778413248316,1.0233577732315917,1.0702411994784875,1.131995286330358,0.9737614080834419,1.2680971903197356,1.3392260052917744,1.150098372730885,1.081472054851444,1.1337263660918346,0.9886245584874298,1.2627674993605593,1.3182709523403529,1.123698281426988,1.2857842292801902,1.3526334400188589,1.1963315894934403,1.2852110060590627,1.3546833052133407,1.1605386305032948,1.0647937278327422,1.1065521747246594,0.9676871383236886,1.0660287581699346,1.0985098039215686,0.9706666666666667
Mewtwo,Confusion,Ice Beam or Flamethrower,35,1.5970293044762582,1.7151996823876292,1.4765460383138134,1.6588336632135268,1.7703116168578859,1.4979237361486817,1.3942508996968657,1.4465960846387027,1.3116788866157958,1.3795256243105003,1.448412897402467,1.258349212716879,1.653388770970837,1.7462468137896276,1.5178379321373534,1.4064772491169748,1.4580692915021816,1.2726729690421774,1.632973216569431,1.7416537763540918,1.5017234449411105,1.674639369678946,1.7279791101883166,1.527839482106752,1.6520548817368605,1.7489892719574698,1.508558027992657,1.3691338435691618,1.420384543587829,1.2549281314168377,1.367288888888889,1.4088261437908498,1.2592627450980394
Shadow Magmortar,Fire Spin,Fire Punch or Fire Blast,30,1.4419565213432235,1.404105285587064,1.2114016284918694,1.3869609378747652,1.4270095752158125,1.200764599023499,1.4237699165260502,1.448346200367345,1.2385742231248227,1.3809296961187443,1.445416708454518,1.158183732825193,1.3654038127913626,1.40774770059799,1.160488083815505,1.3992961770205692,1.4307474548098897,1.185669021400374,1.386709377245655,1.4319574193391227,1.1496169445696258,1.4462658554940024,1.426654456765162,1.20222498254649,1.3924171521344666,1.4341196319994907,1.181718821294793,1.380884823595296,1.4166511106962851,1.1665111069628524,1.3750274509803921,1.4043084967320263,1.1685856209150327
Arcanine (Hisuian),Fire Fang,Flamethrower,30,1.6095535032972317,1.6386339754178223,1.3517811971291047,1.6628255959221385,1.7040901667893724,1.435512767302025,1.6622664894649604,1.654005704302119,1.3965266474532232,1.6146198977033397,1.6872555410691004,1.3482223447999198,1.6162978900745306,1.6789850647903157,1.3493055757470027,1.6649179306046125,1.7219120091419073,1.3801682942031996,1.6024871198372774,1.662533646760776,1.365211989817668,1.6946769060593148,1.6879947050130109,1.4505997660776297,1.6448497967932598,1.701556680355267,1.380500641984741,1.6300448011946986,1.6830315475079336,1.396686578308755,1.6182692810457517,1.6542222222222223,1.3961411764705882
Shadow Charizard,Fire Spin,Blast Burn,35,1.2768071943572812,1.274477915559546,1.0726083005370635,1.2296779548957488,1.2700644674190298,1.046117876725614,1.3014828198963668,1.2966595487329582,1.0817417534009288,1.2574967405475879,1.2871702938521712,1.0571407080533546,1.2562633869295108,1.3109062890704504,1.0590624061097704,1.284009453563266,1.3052539995844588,1.0740052981508414,1.2391386429241318,1.2881624301182661,1.0346028768741702,1.2614853163845394,1.2908978810985285,1.058870463220694,1.2822610596462187,1.3163340018463694,1.0655355001644755,1.2277767407130857,1.2624603322755275,1.0407410864289715,1.2367790849673204,1.259450980392157,1.0445071895424838
Shadow Weavile,Ice Shard,Avalanche,30,1.4130490605485004,1.3825644649306041,1.4155422448128472,1.4408228303512025,1.4273203369574965,1.4742391030039605,1.4775307240879838,1.449170486956262,1.4879448086370899,1.3247542874335572,1.403883762912446,1.3527855781767124,1.3648707585845956,1.4224503048100872,1.377392686496283,1.4200602534801579,1.4428371078329523,1.418540930812383,1.3822393822393821,1.4077195717574267,1.4093760276725575,1.432810785815963,1.415411676171652,1.4389943151423936,1.4276255053640212,1.4334511189634864,1.4183618247222487,1.3879410117603137,1.3891357102856077,1.4221672577935411,1.4289254901960784,1.4048,1.445448366013072
Shadow Magmortar,Fire Spin,Fire Punch or Fire Blast,45,1.2460621711646576,1.272751444644571,1.0348426598579121,1.2347794530176217,1.2647669182654906,1.0376188559379478,1.236259650275509,1.2791046336255172,1.0389505278719369,1.2321858389329055,1.2769280914652492,1.0301123257446594,1.233303288459861,1.2725748456565773,1.0267690130743659,1.2516102223145646,1.280918865572408,1.050566174942863,1.2287736136316578,1.260514232123065,1.0395235253279418,1.2575684766938973,1.2740337102082635,1.0641563834513523,1.2588843260221352,1.2932756077632404,1.046530629569499,1.2145790554414784,1.2421504573455293,1.0227459398917305,1.2319581699346405,1.2654117647058825,1.0163869281045752
Infernape,Fire Spin,Blast Burn,50,1.3700894377496144,1.4009619429718247,1.1484437175945235,1.3599100668033461,1.4004404891264675,1.1564195241799748,1.351656786178267,1.3955739394029896,1.1285319635044126,1.3606709457426536,1.4067796610169492,1.1363203289539665,1.3527461983543163,1.3926089611258103,1.1475300206437355,1.3785710575524621,1.4048280698109288,1.1539060876792022,1.3341047221173403,1.3884876313898395,1.134453065052434,1.3837324218218745,1.4163908860943124,1.1612432339314371,1.3772005220768473,1.419879243200798,1.161716486804826,1.362478999439985,1.3810528280754153,1.1340489079708793,1.3425986928104576,1.366159477124183,1.125281045751634
Chandelure,Fire Spin,Overheat,30,1.4453056563776527,1.4525867014389078,1.2090814555533904,1.4613685613399878,1.4608951189550063,1.2326041208258336,1.4060925530485164,1.4282079233055087,1.221213433482163,1.4049493531240598,1.4642212416006417,1.1954417811653795,1.3774799135482996,1.414037740237839,1.1662256854592503,1.4185928734676916,1.4537190941200915,1.1890842509869104,1.3658818800774637,1.4243693896690741,1.1456219626566628,1.454707007697678,1.4406081981630747,1.2144379063041173,1.4059041373529007,1.445208459342735,1.1816763760226658,1.3830595482546202,1.416931118163151,1.1700765353742766,1.375132026143791,1.389835294117647,1.1825777777777777
Shadow Ho-Oh,Incinerate,Sacred Fire+,35,1.2465429605333849,1.3126569622489286,1.0429687286581424,1.2121105310688745,1.3142906602539903,1.0193464826567835,1.2212910836680755,1.2951244642883808,1.0232980423193514,1.2329756293250427,1.3235507973122054,1.024483502156253,1.2139582667015574,1.2885373961755784,1.0238420608844823,1.2472859962601288,1.3179799501350509,1.031503220444629,1.2155341461335152,1.309148264984227,1.0112297967187556,1.230395401340067,1.2880509189159783,1.0231111675264977,1.2117382400067913,1.304502382240898,1.0357070851770498,1.1843849169311182,1.2500093335822289,0.9899290647750607,1.206013071895425,1.2840888888888888,1.0104679738562092
Magmortar,Fire Spin,Fire Punch,40,1.5049745309116604,1.5372074515067464,1.2599030772340771,1.5148988355820108,1.5737141450819347,1.2807909616303104,1.5302999985067272,1.594806397180701,1.2903161258530322,1.5247969110420219,1.5942733928392336,1.272490221642764,1.5342947692844473,1.5956056949573072,1.280338053286037,1.5319057760232702,1.581186370247247,1.2834380843548723,1.5017965238785427,1.5710144574497886,1.2798557908968002,1.5410769495797558,1.5840896521084749,1.2948056540306276,1.5471726143104236,1.60369910546589,1.3017540508706587,1.5106402837408999,1.555254806794848,1.2544987866343102,1.5168313725490197,1.5640888888888889,1.2563555555555557
Chandelure,Fire Spin,Overheat,45,1.2691163856294971,1.2724891958979925,1.0737902410685178,1.2692448072547224,1.2873336433998586,1.0806040874554452,1.281903026863978,1.286093150357639,1.0597458449684174,1.2542874335573162,1.3030287834720689,1.0474877143716779,1.2266546487172776,1.2768198955213754,1.0479651867143507,1.2318330563058384,1.2835939123207978,1.0347366507375857,1.2041460117169895,1.2558371801274009,1.0322765306992436,1.2575231429011815,1.2840252781228183,1.0648273235835457,1.2511486751769438,1.2688907989261347,1.0591899319814515,1.1818368489826396,1.2246126563375024,1.024108642897144,1.21841568627451,1.2440156862745098,1.0201307189542483
Emboar,Ember,Blast Burn,35,1.5733413222071875,1.5101630495158413,1.3190856988838038,1.4494970456778047,1.509179985275316,1.2194707873534572,1.4741947526393597,1.5267878208669943,1.2468618871981723,1.458366763614482,1.5413072911443184,1.227259051248621,1.4766667635856132,1.5317070334079608,1.2459996704755811,1.500584354872221,1.5493325368792852,1.2589730937045502,1.4613595118326979,1.5261927091580088,1.2263620086963936,1.5190628598369798,1.5437153763158133,1.305368427733401,1.508335190313989,1.5422807966977579,1.2424898396629847,1.4543121149897331,1.486120963225686,1.219917864476386,1.4621281045751635,1.5027450980392159,1.2186875816993465
Mega Charizard X,Fire Spin,Blast Burn,45,1.1559888325742083,1.161517910314571,0.9730812588668305,1.1312978786861243,1.1785774620568257,0.9494042342851541,1.1538548837487121,1.1820538474173847,0.9563874744277032,1.1459106408584896,1.1835573162170294,0.9543551298766422,1.1518332218765446,1.1941480339991664,0.9674352339138778,1.1734105547475586,1.1971743195512154,0.9825472678163307,1.1347210211563523,1.1889943120227031,0.9455440117900685,1.1728214845910439,1.2021524484781447,0.9814856790548812,1.159626057152559,1.1974978512080985,0.970479313235497,1.1190498413291021,1.1527814075042002,0.9483572895277207,1.1364078431372548,1.1660339869281047,0.953924183006536
Shadow Ho-Oh,Incinerate,Sacred Fire+,45,1.1539545836163738,1.2105056119410595,0.9718483255235414,1.1297357273806121,1.217030577703992,0.9366275468384685,1.138593635671301,1.217886421670375,0.9412427016291607,1.1415730618794504,1.2107737438571857,0.9506318323137097,1.1422091704707353,1.2076488432723713,0.9672801635991819,1.1581523997506753,1.1946940577602327,0.9566798254726782,1.116682703433492,1.1896520224595935,0.9354469386015127,1.1436355888406335,1.2007833679381286,0.9499061590490784,1.1387005379938242,1.201095088020883,0.9587962520824712,1.1077095389210379,1.1554321448571963,0.9365503080082136,1.092956862745098,1.150483660130719,0.9163084967320262
Shadow Typhlosion,Incinerate or Ember,Blast Burn,50,1.1710080368313796,1.2076208757286964,0.9757911625814747,1.1434280148581655,1.2122419269730764,0.9612444652082416,1.1707437991846732,1.2194901966640286,0.9774008093538609,1.141535452813158,1.2102848259953867,0.9553455019556714,1.1472295719090124,1.2029385824634857,0.9525194080190736,1.1612689590691876,1.2105495532931643,0.9827810097652192,1.1532830712641438,1.2214778997113382,0.9542891246361278,1.1627845828837733,1.2043828710797604,0.9851486495063151,1.1654835047061196,1.2152930315474486,0.9800931673723193,1.1476479372783275,1.187661004293448,0.9467705805488147,1.1344313725490196,1.1777882352941178,0.9589333333333334
Typhlosion,Incinerate,Blast Burn,35,1.5515764974130253,1.6027368570580425,1.290506049022304,1.5188636548500731,1.6070344778681327,1.2920951806902248,1.5545567219675362,1.6235369659683128,1.3009094031388595,1.5333216327349313,1.6119245812857286,1.2717129676060575,1.517653786138652,1.590885742253753,1.281849988854321,1.5539943901932267,1.600924579264492,1.2861780594223977,1.503233742981377,1.6083699743005737,1.278479470908493,1.5627102354637195,1.610020581541893,1.3210539200130562,1.5608506032534302,1.6161886267893335,1.2864100849966575,1.5241459772260593,1.5709632256860182,1.2755086802314728,1.519769934640523,1.5766169934640524,1.2757228758169936
Moltres,Fire Spin,Overheat,40,1.3920600549629665,1.3921711464458921,1.1663039499396282,1.3354182873899558,1.3947112105734076,1.1270452398183817,1.3325697731718609,1.368232114324966,1.122893365388923,1.3369020158459533,1.4063910339985959,1.1306413599438372,1.3454966611422867,1.3968540109906085,1.1140542164587754,1.3645335549553292,1.427682838146686,1.1552176397257428,1.3163343604983984,1.3960513014140774,1.1080472089935811,1.371510431305704,1.3997261838919968,1.1248673986563065,1.3167266206135464,1.3881089570135507,1.123643077706682,1.330203472092589,1.3863916371103229,1.1246593242486467,1.3096261437908496,1.3625307189542484,1.1295790849673204
Mega Blaziken,Fire Spin,Blast Burn,40,1.0,1.018546814133022,0.8364350925246359,1.0,1.034521666767473,0.8425418224820478,1.0,1.0309734645422373,0.8452730449325788,1.0,1.0285202086049543,0.837064988466553,0.9999999999999999,1.0352300371199565,0.8422159547970032,1.0,1.0348924787035112,0.864312798670268,1.0,1.033165657771336,0.8226983179664568,1.0,1.0269373396317083,0.8610791256018061,1.0,1.0448009847303135,0.8517492757775443,1.0,1.0101642710472278,0.829811461638977,1.0,1.0209254901960785,0.8351686274509804
Flareon,Fire Spin,Overheat,30,1.567244038849238,1.580649684846211,1.3453979897905106,1.593767662842281,1.6184471506902456,1.3269213522515626,1.6787492346976869,1.6097212059671182,1.3955709528573776,1.5672951559522614,1.5993756894995486,1.3023016748570855,1.5403522034522528,1.5711336609193731,1.2954767927582163,1.5492286515686682,1.5761998753376272,1.30298150841471,1.5114307637966944,1.5543768193610465,1.2879797327746854,1.5447852538239055,1.5445404513432404,1.3272465160980298,1.5615933955156571,1.5710268572459385,1.3479557295811713,1.5167817808474893,1.5330782154190778,1.293830502146724,1.5279163398692812,1.5454326797385622,1.2796130718954248
Shadow Charizard,Fire Spin,Blast Burn,50,1.1523938393398616,1.1500663817139776,0.9544834519219737,1.1173156859596176,1.164017544481685,0.9316219885831558,1.1072587991100094,1.146322815715203,0.9463496946257112,1.1287232975629324,1.178179219737238,0.9370674957376391,1.135085627889396,1.1832252687077796,0.9418098644103935,1.1382453771036776,1.1656840847704135,0.9575888219405776,1.1206655055235497,1.1719060204864622,0.9223414491553292,1.1367811193820099,1.1614427026193865,0.9475578685864018,1.130720826833901,1.1631702373751844,0.9560373093941998,1.1205992159790927,1.1438398357289528,0.940377076722046,1.1135895424836602,1.1359058823529413,0.9355921568627451
Mega Blaziken,Fire Spin,Blast Burn or Blaze Kick,35,1.0784925067884181,1.0753327736265177,0.899857402244048,1.047715484068768,1.0808355945247534,0.8809240260539307,1.0597697373333135,1.0877028984425166,0.8825092956232174,1.0350516497843747,1.0868769431350918,0.8637799618894795,1.060622801151397,1.0875856521191327,0.8857034861745122,1.0761089756908373,1.0948083316019115,0.8777010180760441,1.02712446561027,1.0856485146705968,0.8758023458338915,1.049577035713962,1.0683905596910048,0.9042368962672156,1.057120724965248,1.0795318286484366,0.885822217977695,1.0412637670337876,1.0585868956505506,0.8700112002986746,1.0402718954248367,1.0567947712418302,0.8832418300653595
