Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Thundurus,Thundurus,Thundurus (Therian),Thundurus (Therian),Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Zapdos,Zapdos,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Mega Abomasnow,Powder Snow,Weather Ball Ice,40,1.2104053604204779,1.2640141462327104,1.3465085389353852,1.3700344285933541,1.2476743404827801,1.3274784230250534,1.3264737157550799,1.3926892613859727,1.2522186572766596,1.3207847746040824,1.2553889349754321,1.2436857890370747,1.222176463193123,1.2878483767345683,1.2684926328125739,1.3073728581284791,1.2063098435005033,1.248012591519756,1.2268631037721855,1.3023246156127948,1.1940356573091886,1.2696940860365529,1.3317532047088505,1.3198770787413991,1.264268343656192,1.3403408443211613,1.2944024706336514,1.3634478574973805,1.3189033612828382,1.4243674650141707,1.2444550321601866,1.3123738355254084,1.2407096436515899,1.3213351070789898,1.3304284600307699,1.4199140129402095,1.259134610748416,1.3291159991899633,1.2558134080701713,1.3326805586500463,1.2596243803672416,1.3327515185366194,1.2676385935244734,1.3401487782589014,1.248616347156493,1.3123044838373306,1.2955600848900002,1.3748502868189363
Mega Abomasnow,Powder Snow,Blizzard,40,1.3823544681877735,1.4440548868942726,1.578127516536904,1.5780858308432446,1.4290946273455283,1.5155549219427225,1.5002249160592644,1.5884190785530616,1.3893531262288634,1.4974104493618845,1.4950162720949522,1.427705102843894,1.4090611547748584,1.4757171282789354,1.5248556333701928,1.5307512735452284,1.402627927823338,1.4419440727932962,1.3763049389429969,1.461794630938844,1.388927761762154,1.4681715133365054,1.6176927438212274,1.576535593152105,1.415501386936201,1.5054812478625985,1.4441625765179507,1.5305575470137318,1.507981027621551,1.5755737969720554,1.3861604624045538,1.471268979525308,1.3914489466567803,1.508941422776639,1.4753840966089906,1.5785158802082235,1.4172460679466534,1.4954531866266791,1.4246397035542997,1.500967435533614,1.4334287509599946,1.5382112685889828,1.4184666102983252,1.5055898605310583,1.4143605785941553,1.494866447421192,1.4500956063121178,1.555609253850518
Mega Abomasnow,Razor Leaf,Weather Ball Ice,40,1.5564658239600289,1.656799628630851,1.7305304125557308,1.7858113267608888,1.6057447927676372,1.7549393124536057,1.6566195567413595,1.7771797201760662,1.6585770206985306,1.793524112537089,1.6647140152723714,1.660155701614447,1.5656914213380615,1.7011253831114501,1.5978753768654248,1.6570302531968584,1.56544602261373,1.6503550405094465,1.6205685469916449,1.7830780639738961,1.352391614654762,1.4600828458675026,1.6935657564991597,1.6840380170224474,1.4459569859786452,1.5447619409507165,1.6954723432416037,1.8283791981470248,1.7601139517467217,1.9085889660641127,1.6614842584349963,1.7984879070175657,1.5890543900204999,1.7291948357831377,1.9059095028346225,2.081793083099749,1.6922342549108478,1.832322394622899,1.6029996364787693,1.7690702065035122,1.5940305801857153,1.7408154716190742,1.7150067898229522,1.8604114888928747,1.6250768696024172,1.7344322344322345,1.6855497888256183,1.822371877035574
Mega Abomasnow,Razor Leaf,Blizzard,40,1.9919816636482743,2.011044872754148,2.1749150653991687,2.161058361865927,1.9842230404567256,2.094807597454843,2.0246286307187646,2.1139467290502614,1.9654890430057554,2.120698977585529,2.2382723927424326,2.0221917342011784,1.9569224500058522,2.069835744352493,2.124396306482558,2.138537147825758,2.0366193215880997,2.0433547188699603,1.9543283729668264,2.1281396153656003,1.5787483556774609,1.6798958828962467,2.3287875280548316,2.1361997067871723,1.6474332180719689,1.7313428582285217,2.10695417195169,2.211294325263332,2.047519053143218,2.2049662990645973,1.9503491856514161,2.106435798738669,1.9513237667379073,2.0366707375583375,2.330481148180151,2.4964066682121855,2.047541442058265,2.126491094417497,2.0105186627109304,2.0937650245669994,2.0285484884451583,2.1062696362493893,2.037707004193463,2.1953760878662876,1.955535948236678,2.0495842357156224,2.028083040911097,2.15150973923641
Mega Abomasnow,Powder Snow,Avalanche,40,1.2128562135616927,1.2693220375217218,1.331954547435477,1.3556907603660002,1.2558954669917757,1.3334037954501137,1.321019017973951,1.3915975484793999,1.240437207307046,1.3147856861974045,1.2560142939187033,1.2509433560929955,1.2253714067722399,1.2942014158325277,1.2812630544292911,1.3213019932518641,1.2154794236372668,1.2658702441605305,1.2304879616354378,1.2987729272754238,1.2030619384813457,1.2743569649304487,1.3353563005532127,1.3335614623067193,1.2584926093399704,1.329026864764221,1.3113108696851046,1.3621794518281585,1.2965241780349197,1.412370225700818,1.2476773198590718,1.3089509384756197,1.2302634448466874,1.318380075893052,1.312377500052688,1.3971843452970558,1.2589128149741078,1.319511277832959,1.2523658196231107,1.3451809983934708,1.2416323395936606,1.334825106472108,1.2671432353719885,1.3323596983439665,1.2680944359776476,1.325231945669902,1.2949507259776007,1.3587548065810762
Mamoswine,Powder Snow,Avalanche,45,1.1241536539853467,1.187129127129799,1.1486852900661098,1.2260501478894723,1.169503995857483,1.2422749759527543,1.1821626742455,1.256647912920751,1.1535208057769992,1.2336360061487863,1.1940590900389254,1.157101227320103,1.1600918166960728,1.2218058150574178,1.1516364701768314,1.187456406475942,1.1293637818713327,1.1753734538942167,1.1358441686854204,1.2148810995204429,1.0911248565590976,1.182848666349464,1.1001452644786414,1.179275824703013,1.168588744917734,1.2483375764714824,1.187536535598081,1.2445375834114598,1.2119414382002673,1.2962011189591625,1.1532655440901738,1.2567548929874492,1.1266519823788546,1.2140816504557945,1.2192353895761765,1.3068241691078841,1.1716313561365106,1.2564441315731107,1.1464638765434996,1.2328763910550324,1.1334566780702366,1.216058088389304,1.196050799832603,1.263692809620197,1.1528301382315982,1.2390444105772573,1.1951524447899813,1.2481771763568743
Aurorus,Rock Throw,Meteor Beam,45,1.2531005964506148,1.2970983731221577,1.3323676147635568,1.3923154318543123,1.3307704786671846,1.4088326721364932,1.3478852090301543,1.3975433237308998,1.3342173703213813,1.4101008114968003,1.4355008189224256,1.3167272881968817,1.3160306402458848,1.3645031797708485,1.468394340639088,1.3494740423601463,1.3530326416498393,1.2978438735290703,1.303528946457705,1.364795570277352,1.2702510565646954,1.3464496627389515,1.2666827698883174,1.357515004512257,1.3536782308013833,1.427527833719649,1.344653394363867,1.4046214084817736,1.3950278271340255,1.4886855900967708,1.3446970171897137,1.406860839800895,1.3007371221703667,1.387043660313168,1.4125587472865604,1.4860271027840417,1.3199934425597162,1.3851146105555503,1.3260785440388383,1.3859071027357905,1.2798086992948405,1.3529498010193395,1.3219571771417835,1.4165364216351943,1.3049383706318014,1.3715274992647255,1.3486898783383412,1.4347775839969743
Darmanitan (Galarian Standard),Ice Fang,Avalanche,40,1.130322779649215,1.155280252384428,1.1721126499027017,1.2251804327353961,1.1444751965155664,1.2026457705524065,1.1674806179069273,1.2399499900108915,1.113669878096736,1.2165190540878703,1.1314636377172271,1.1343436921702508,1.1514932134543105,1.1833884609215484,1.1762624401032067,1.160206791611141,1.1757598019157534,1.1555897707224327,1.166049339991101,1.1979097246255006,1.1825379943463292,1.2025133644938284,1.1491225421619247,1.1973818845466104,1.1593551696621955,1.226954060113235,1.160778690784757,1.2345778415044395,1.1723667014199914,1.2667586895549128,1.1033890442218237,1.1809120202615444,1.1036441749901862,1.1730492432503161,1.1741975594849205,1.2598158022297625,1.1201072334352309,1.187957453784511,1.1276194049978308,1.2031262825849878,1.1114361516442086,1.1868533128534526,1.1475227822046854,1.2141569943717065,1.1322290847838292,1.1834710301863587,1.1585488852934378,1.2287092097245278
Shadow Abomasnow,Powder Snow,Weather Ball Ice,40,1.3762051936708435,1.4101262227543008,1.5183616006548444,1.5180015878459674,1.5126938322706662,1.5184045410376283,1.4214140711095644,1.4969845781051627,1.37090453294248,1.4540628463160905,1.4642864739540127,1.3821347286920638,1.4476475764814003,1.4329690432943032,1.5537837761206725,1.4519871086034004,1.4701018017520788,1.4004525791109428,1.378300291689326,1.445123844366441,1.414590388759831,1.4289064905259032,1.5328891528027992,1.4660372990871486,1.3915529885625262,1.4702663677470837,1.4539237853637015,1.5008217062813654,1.444778924800658,1.5347508773990808,1.3740486728437629,1.4545306368093083,1.37581236097178,1.4614864570157455,1.4698623785538156,1.5612236295812345,1.3877375866691097,1.466176144417979,1.4614726127795303,1.4858637147179192,1.3823221392166447,1.4334636598477972,1.4075601902858559,1.494999444857243,1.4122750728590145,1.4760835271784176,1.4274127461074573,1.5122502153768569
Mega Aerodactyl,Rock Throw,Rock Slide,40,1.0061920308334122,1.0506219517036866,1.045952792846735,1.0921822271150279,1.0598272531081168,1.1026223378019424,1.1053870296257629,1.153015099665526,1.059582007650234,1.1165409502019803,0.9999999999999999,1.0285155169846638,1.028702471421078,1.070726600397959,1.0,1.0334892776470366,1.0,1.036135910763123,1.085525287981411,1.0980966035497108,1.0,1.046108203420191,1.0059380629837258,1.051479986714842,1.054413496979139,1.0966105559144281,1.0727954557988197,1.114388132134782,1.097975006975139,1.1641433794916225,1.0392692804393344,1.08344095189137,1.032788851572382,1.0929253718323375,1.0960188834327382,1.1514889671015196,1.0465963991938205,1.101351025564374,1.0413593348734125,1.084477643444305,1.0267052991691685,1.07746282203449,1.0632948149666488,1.114649790326851,1.0410684206304643,1.076241276971204,1.0774201004391586,1.145888928578933
Shadow Weavile,Ice Shard or Snarl,Avalanche,50,0.969401747511735,0.9864294505507929,0.9247516385319814,0.9599305743720145,0.9850112329723378,1.0360405534061878,0.9519620542763052,0.9848010878461548,0.9987510277767847,1.0501488042040539,1.0078552740731286,0.9914640631314742,0.9731897848506786,1.01668783623855,1.001687979056206,0.9922632718062131,0.9925851630940576,0.9936566603163486,1.0065654817817768,1.0328550946754338,1.027901704497747,1.0224075680819502,0.9868691646789253,1.0342931524404768,1.008825094045674,1.0534065432990083,0.9278994099156235,0.9722825787238736,0.9471798411136728,0.9858588231838941,0.9796005366300137,1.0216031194754065,0.9624787368604701,1.0202163388144982,1.0309384813167821,1.083616093068347,0.9695946923306878,1.0133463196366408,0.9894461578151202,1.0380524643221503,0.99655100188508,1.031983523004957,1.0093007763457942,1.0579483631829323,0.9927675730595439,1.03531991123232,0.9322666050303628,0.9634069466916013
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam,50,0.9921557429368092,1.0593686724469134,1.1220936071199163,1.2078486581943653,1.1546954807564682,1.2366855275728095,1.1546326908080866,1.231958703091468,1.0454053909126657,1.1217982518857468,0.9730159743049794,1.0479718375768403,1.0156604256167714,1.0949119331359434,0.9950816108575047,1.0597710926498247,1.0927901368966166,1.1809802581870572,1.0249468532159984,1.1114945370049933,0.9724453525147639,1.0692658624646645,1.003190450789561,1.0906410088668363,1.0442394649846107,1.1202359691454193,1.1451386974025257,1.2264048971488446,1.1151705605074964,1.1597380284585677,1.0450869516155321,1.0923555299221384,1.0170759366685567,1.1095433331879443,0.9297245463550338,0.9959957006470105,1.0500679852264727,1.1236173926460236,1.0557242867361658,1.1084583181866154,1.0192347971793618,1.1055993856035746,1.0726297539436487,1.1480950062773836,1.0263896687254352,1.1247827598192561,1.1385345968775609,1.2035468891176904
Rampardos,Smack Down,Rock Slide,30,1.136494959335689,1.1644117799759954,1.2470256310171877,1.2307397884261566,1.1649632859598498,1.224893774262319,1.29211891550503,1.3000689570726112,1.1752962678296928,1.2366411360955205,1.2446706230191649,1.1772360836364408,1.2833442432492186,1.2000264439020796,1.1843715444157759,1.173041481187445,1.1509535944639944,1.1556316409513676,1.1943521036238691,1.1975221238938052,1.220862604606902,1.1912899885247277,1.131794804698115,1.1862572422561957,1.184111030892579,1.2329957821940192,1.1956653614956156,1.2433684442728727,1.2385791274468054,1.28583385952804,1.1389972040071716,1.2170969319307396,1.1531709338334715,1.2016617961355607,1.2216801197074754,1.290248477312483,1.1669640015815004,1.222538307987541,1.1435439802056828,1.1977907290359653,1.132793409201983,1.1989387698107938,1.1707448307668658,1.2292227147334889,1.123312210903452,1.1902221865725515,1.182576537580635,1.24871299195226
Kyurem (White),Steel Wing,Blizzard,50,1.1610248689060796,1.2265290727681966,1.2399959072228044,1.312367955828323,1.1944230053895326,1.288996275339734,1.2159619511629256,1.3190108849061346,1.4048256354341686,1.531387409287527,1.3528130517091017,1.4178333652394017,1.2029331055978705,1.2711345301005301,1.1650382299847835,1.2201914807148866,1.158459784596704,1.2205152702628117,1.4233549216393928,1.5214792109556532,0.9719975370147499,1.006045509250189,1.1455664140473771,1.2142131060095211,1.0190941216704033,1.0752080404301403,1.2501847460431257,1.3071857938565048,1.2975080397656353,1.400049927311708,1.206928545456825,1.2835989317552063,1.2024905133685175,1.3062437300998821,1.2924719172163797,1.408154017998272,1.1902525578838754,1.314062816420602,1.2380243207429906,1.3259495526343563,0.9705578440270893,1.0209453326817008,1.00927515437239,1.0806579722770249,1.2080291970802919,1.3454453089489586,1.272456977159547,1.3654367422411802
Kyurem (White),Dragon Breath,Blizzard,50,1.1186060219217742,1.179097047676347,1.159623995043192,1.2331859807222614,1.1536467422741565,1.2411311955454833,1.13695390187473,1.2305176936114817,1.1680057555499945,1.2656490186966003,1.118479994895029,1.1803373534979686,1.1439675390264308,1.2246019325723847,1.1316699273204986,1.1938189344750347,1.130203089642257,1.201205481954883,1.1774479655905472,1.2604479161516784,1.0847182960620223,1.147812701167119,1.099350167909634,1.1756324708045236,1.1935250978454992,1.2589010905498348,1.221022445265538,1.2871670435118292,1.2621477554736487,1.3579788249460345,1.1450656368719987,1.242348633975701,1.1265974615082655,1.2542744362541982,1.2248624839301143,1.3241269573647494,1.1792688454083453,1.2986046152807647,1.188503347913271,1.2799934331648628,1.4612162256510508,1.5764365007330867,1.541161700274155,1.7259644537822303,1.160985000401059,1.2632416245554932,1.2081801180895548,1.2837616356033703
Rhyperior,Smack Down,Rock Wrecker,50,1.0401848294481075,1.1012637545543111,1.0933664797758067,1.1530698671173774,1.099192635234008,1.1567323275275827,1.1262069098853509,1.1771810090933112,1.093963375397705,1.1588607764630179,1.0212643311424499,1.0762852827941207,1.0682946284198251,1.1394352276126358,1.0522290585689038,1.0995321670588902,1.0270082008552945,1.0800787160303977,1.066131408513373,1.132915410095417,1.0400403033950012,1.095712166587366,1.040912247506517,1.1036711990525938,1.0888209142379452,1.1602576281491053,1.118811007555286,1.1856725307450504,1.1479463721934242,1.219019368860042,1.087578519753752,1.1708690146319445,1.084921708029834,1.1551009726523314,1.1606145545743851,1.2276865687369596,1.0954107561307245,1.1745436310861244,1.0883825650527106,1.1442592961759912,1.0703902813656356,1.1393423165537946,1.1107552503693834,1.1901662866073945,1.0840619234779818,1.1278842811689527,1.1244457985753609,1.1908238952743166
Shadow Omastar,Rock Throw,Rock Slide,45,1.162777877881852,1.1891646331966148,1.190831421160037,1.2294058462290554,1.1722176066804642,1.214290045013822,1.2268146343664006,1.2738188684595506,1.278813498730919,1.2742734064991241,1.31069278710144,1.2023504137153553,1.3000169067570673,1.2225601165265718,1.1920969312049297,1.1684104076289847,1.1889527304147245,1.1625097776500524,1.2493834973055815,1.245127799475948,1.132102773657253,1.174594866914831,1.1326469335104687,1.170157375443258,1.199614317741384,1.2432743093817686,1.2111068218165775,1.257342965863343,1.2319564163937797,1.297581462282853,1.1726494226212119,1.229935930388555,1.1508156322240153,1.2075827626815545,1.2383401125418871,1.3098800817720078,1.1653825012777366,1.2237919362771097,1.1732589092017778,1.2254300690690338,1.1584304964043846,1.2198561753822523,1.1862632059921256,1.2462186237584019,1.1542472126413732,1.1976284056576028,1.2067512765018595,1.2568027568237692
Aurorus,Rock Throw or Frost Breath,Meteor Beam,35,1.3791950818019953,1.437410860715191,1.4271741457748706,1.5041467791169834,1.4668377421315937,1.5341946098119317,1.491270807957775,1.5478001404919797,1.4482112215350516,1.52542406963858,1.5642460596005359,1.4225682258098822,1.3999488462222067,1.4691885190114315,1.5145444063247233,1.4152712013382858,1.4814619561390319,1.4002184864673517,1.401239926830474,1.4692796756810205,1.374849561980464,1.4668084749083377,1.3943980917682344,1.4573583335849463,1.4796329368849035,1.5312060645210321,1.4814316439640434,1.5383334252467875,1.5109179283102543,1.582534251604282,1.4461050440713668,1.5317150845693794,1.3971736380686526,1.4809613119902298,1.5034458049695463,1.6164513477628613,1.4055005352028467,1.4855495231390854,1.4140624083867868,1.4688251228349967,1.3977448858479369,1.4671158276897298,1.4489055147027425,1.5254127272882558,1.4247212641373226,1.5029143605785942,1.4392952448992458,1.5109579542350444
